level,word,choice_1,choice_2,choice_3,answer,explanation,status
5,heilsgeschichte,salvation history,lack of salvation history,a formal decision about salvation history,1,Heilsgeschichte means salvation history.,approved
5,henotheism,worship of one god without denying others,lack of worship of one god without denying others,a rule used when dealing with worship of one god without denying others,1,Henotheism means worship of one god without denying others.,approved
5,hermeneutic,a method or theory of interpretation,lack of method or theory of interpretation,a social situation shaped by method or theory of interpretation,1,Hermeneutic means a method or theory of interpretation.,approved
5,heteronomy,subjection to external laws or authority,lack of subjection to external laws or authority,a personal reaction connected to subjection to external laws or authority,1,Heteronomy means subjection to external laws or authority.,approved
5,heterotopia,a real place that functions as an other space,lack of real place that functions as an other space,a rule used when dealing with real place that functions as an other space,1,Heterotopia means a real place that functions as an other space.,approved
5,hierophany,manifestation of the sacred,lack of manifestation of the sacred,a careful judgment involving manifestation of the sacred,1,Hierophany means manifestation of the sacred.,approved
5,homiletics,the art of preaching,lack of art of preaching,a written record concerning art of preaching,1,Homiletics means the art of preaching.,approved
5,hypostasis,underlying reality or personified abstraction,lack of underlying reality or personified abstraction,a social situation shaped by underlying reality or personified abstraction,1,Hypostasis means underlying reality or personified abstraction.,approved
5,iconography,symbolic imagery or its study,lack of symbolic imagery or its study,a public discussion about symbolic imagery or its study,1,Iconography means symbolic imagery or its study.,approved
5,immanence,the quality of existing within the world or experience,lack of quality of existing within the world or experience,a careful judgment involving quality of existing within the world or experience,1,Immanence means the quality of existing within the world or experience.,approved
5,interregnum,a period between regimes or rulers,lack of period between regimes or rulers,a written record concerning period between regimes or rulers,1,Interregnum means a period between regimes or rulers.,approved
5,intertextuality,relations between texts,lack of relations between texts,a written record concerning relations between texts,1,Intertextuality means relations between texts.,approved
5,kairology,the study of opportune or sacred time,lack of study of opportune or sacred time,a careful judgment involving study of opportune or sacred time,1,Kairology means the study of opportune or sacred time.,approved
5,katabasis,a descent especially into the underworld,lack of descent especially into the underworld,a social situation shaped by descent especially into the underworld,1,Katabasis means a descent especially into the underworld.,approved
5,kerygma,proclamation of religious message,lack of proclamation of religious message,a social situation shaped by proclamation of religious message,1,Kerygma means proclamation of religious message.,approved
5,kenoticism,emphasis on divine self-emptying,lack of emphasis on divine self-emptying,a rule used when dealing with emphasis on divine self-emptying,1,Kenoticism means emphasis on divine self-emptying.,approved
5,logomachy,an argument about words,lack of argument about words,a long-term result caused by argument about words,1,Logomachy means an argument about words.,approved
5,logophilia,love of words,lack of love of words,a careful judgment involving love of words,1,Logophilia means love of words.,approved
5,macrocosm,the larger universe reflected by a smaller system,lack of larger universe reflected by a smaller system,a long-term result caused by larger universe reflected by a smaller system,1,Macrocosm means the larger universe reflected by a smaller system.,approved
5,martyrdom,death or suffering for a cause,lack of death or suffering for a cause,a personal reaction connected to death or suffering for a cause,1,Martyrdom means death or suffering for a cause.,approved
5,metalepsis,a rhetorical or narrative transgression of levels,lack of rhetorical or narrative transgression of levels,a social situation shaped by rhetorical or narrative transgression of levels,1,Metalepsis means a rhetorical or narrative transgression of levels.,approved
5,metanoia,a transformative change of heart or mind,lack of transformative change of heart or mind,a long-term result caused by transformative change of heart or mind,1,Metanoia means a transformative change of heart or mind.,approved
5,microcosm,a small system reflecting a larger one,lack of small system reflecting a larger one,a long-term result caused by small system reflecting a larger one,1,Microcosm means a small system reflecting a larger one.,approved
5,mystagogy,instruction in mystical or religious mysteries,lack of instruction in mystical or religious mysteries,a rule used when dealing with instruction in mystical or religious mysteries,1,Mystagogy means instruction in mystical or religious mysteries.,approved
5,narratology,the study of narrative structure,lack of study of narrative structure,a formal decision about study of narrative structure,1,Narratology means the study of narrative structure.,approved
5,neoplatonism,philosophical tradition deriving from Plato and Plotinus,lack of philosophical tradition deriving from Plato and Plotinus,a social situation shaped by philosophical tradition deriving from Plato and Plotinus,1,Neoplatonism means philosophical tradition deriving from Plato and Plotinus.,approved
5,numismatics,the study of coins and currency,lack of study of coins and currency,a careful judgment involving study of coins and currency,1,Numismatics means the study of coins and currency.,approved
5,ontochrony,the relation between being and time,lack of relation between being and time,a personal reaction connected to relation between being and time,1,Ontochrony means the relation between being and time.,approved
5,ontography,description or mapping of kinds of being,lack of description or mapping of kinds of being,a personal reaction connected to description or mapping of kinds of being,1,Ontography means description or mapping of kinds of being.,approved
5,ontologism,the doctrine that knowledge of God is immediate,lack of doctrine that knowledge of God is immediate,a formal decision about doctrine that knowledge of God is immediate,1,Ontologism means the doctrine that knowledge of God is immediate.,approved
5,orthogenesis,the theory of directed evolutionary development,lack of theory of directed evolutionary development,a public discussion about theory of directed evolutionary development,1,Orthogenesis means the theory of directed evolutionary development.,approved
5,orthodoxy,accepted or correct doctrine,lack of accepted or correct doctrine,a social situation shaped by accepted or correct doctrine,1,Orthodoxy means accepted or correct doctrine.,approved
5,palingenesis,rebirth or regeneration,lack of rebirth or regeneration,a public discussion about rebirth or regeneration,1,Palingenesis means rebirth or regeneration.,approved
5,panopticism,social control through constant possible observation,lack of social control through constant possible observation,a careful judgment involving social control through constant possible observation,1,Panopticism means social control through constant possible observation.,approved
5,parallax,apparent change in position due to viewpoint,lack of apparent change in position due to viewpoint,a formal decision about apparent change in position due to viewpoint,1,Parallax means apparent change in position due to viewpoint.,approved
5,paratext,material surrounding a text such as titles notes or prefaces,lack of material surrounding a text such as titles notes or prefaces,a social situation shaped by material surrounding a text such as titles notes or prefaces,1,Paratext means material surrounding a text such as titles notes or prefaces.,approved
5,pareidolia,perceiving meaningful patterns in random stimuli,lack of perceiving meaningful patterns in random stimuli,a public discussion about perceiving meaningful patterns in random stimuli,1,Pareidolia means perceiving meaningful patterns in random stimuli.,approved
5,patristics,the study of early Christian writers,lack of study of early Christian writers,a social situation shaped by study of early Christian writers,1,Patristics means the study of early Christian writers.,approved
5,perlocution,the effect produced by an utterance,lack of effect produced by an utterance,a careful judgment involving effect produced by an utterance,1,Perlocution means the effect produced by an utterance.,approved
5,phenomenology,the study of structures of conscious experience,lack of study of structures of conscious experience,a written record concerning study of structures of conscious experience,1,Phenomenology means the study of structures of conscious experience.,approved
5,philology,the study of language in historical texts,lack of study of language in historical texts,a long-term result caused by study of language in historical texts,1,Philology means the study of language in historical texts.,approved
5,phronesis,practical wisdom,lack of practical wisdom,a social situation shaped by practical wisdom,1,Phronesis means practical wisdom.,approved
5,polyphony,many voices or independent lines sounding together,lack of many voices or independent lines sounding together,a long-term result caused by many voices or independent lines sounding together,1,Polyphony means many voices or independent lines sounding together.,approved
5,proairesis,deliberate choice or moral purpose,lack of deliberate choice or moral purpose,a social situation shaped by deliberate choice or moral purpose,1,Proairesis means deliberate choice or moral purpose.,approved
5,prosody,rhythm stress and intonation in language,lack of rhythm stress and intonation in language,a personal reaction connected to rhythm stress and intonation in language,1,Prosody means rhythm stress and intonation in language.,approved
5,protology,the study of first things or origins,lack of study of first things or origins,a formal decision about study of first things or origins,1,Protology means the study of first things or origins.,approved
5,psychomachia,conflict within the soul,lack of conflict within the soul,a formal decision about conflict within the soul,1,Psychomachia means conflict within the soul.,approved
5,recapitulation,summary or repetition of main points,lack of summary or repetition of main points,a formal decision about summary or repetition of main points,1,Recapitulation means summary or repetition of main points.,approved
5,sacramentality,the quality of conveying sacred presence through material signs,lack of quality of conveying sacred presence through material signs,a written record concerning quality of conveying sacred presence through material signs,1,Sacramentality means the quality of conveying sacred presence through material signs.,approved
5,semiosis,the process of sign interpretation,lack of process of sign interpretation,a written record concerning process of sign interpretation,1,Semiosis means the process of sign interpretation.,approved
5,semiotics,the study of signs and symbols,lack of study of signs and symbols,a public discussion about study of signs and symbols,1,Semiotics means the study of signs and symbols.,approved
5,soteriology,the theological study of salvation,lack of theological study of salvation,a public discussion about theological study of salvation,1,Soteriology means the theological study of salvation.,approved
5,sublimity,awe-inspiring greatness or beauty,lack of awe-inspiring greatness or beauty,a public discussion about awe-inspiring greatness or beauty,1,Sublimity means awe-inspiring greatness or beauty.,approved
5,supralapsarianism,the doctrine that predestination logically precedes the fall,lack of doctrine that predestination logically precedes the fall,a long-term result caused by doctrine that predestination logically precedes the fall,1,Supralapsarianism means the doctrine that predestination logically precedes the fall.,approved
5,teleonomy,apparent purposefulness produced by natural processes,lack of apparent purposefulness produced by natural processes,a careful judgment involving apparent purposefulness produced by natural processes,1,Teleonomy means apparent purposefulness produced by natural processes.,approved
5,theophany,a visible manifestation of God,lack of visible manifestation of God,a long-term result caused by visible manifestation of God,1,Theophany means a visible manifestation of God.,approved
5,typology,classification by types or symbolic correspondence,lack of classification by types or symbolic correspondence,a long-term result caused by classification by types or symbolic correspondence,1,Typology means classification by types or symbolic correspondence.,approved
5,ubiquitarianism,the doctrine of Christ's bodily omnipresence,lack of doctrine of Christ's bodily omnipresence,a long-term result caused by doctrine of Christ's bodily omnipresence,1,Ubiquitarianism means the doctrine of Christ's bodily omnipresence.,approved
5,undecidability,the state of not being conclusively decidable,lack of state of not being conclusively decidable,a long-term result caused by state of not being conclusively decidable,1,Undecidability means the state of not being conclusively decidable.,approved
5,univocity,having one consistent meaning,lack of having one consistent meaning,a careful judgment involving having one consistent meaning,1,Univocity means having one consistent meaning.,approved
5,valorization,the act of assigning value or worth,lack of act of assigning value or worth,a careful judgment involving act of assigning value or worth,1,Valorization means the act of assigning value or worth.,approved
5,verisimilitude,the appearance of truth or reality,lack of appearance of truth or reality,a long-term result caused by appearance of truth or reality,1,Verisimilitude means the appearance of truth or reality.,approved
5,arbitrage,profit from price differences between markets,lack of profit from price differences between markets,a public discussion about profit from price differences between markets,1,Arbitrage means profit from price differences between markets.,approved
5,backwardation,a futures market condition where future prices are below spot prices,lack of futures market condition where future prices are below spot prices,a rule used when dealing with futures market condition where future prices are below spot prices,1,Backwardation means a futures market condition where future prices are below spot prices.,approved
5,contango,a futures market condition where future prices are above spot prices,lack of futures market condition where future prices are above spot prices,a public discussion about futures market condition where future prices are above spot prices,1,Contango means a futures market condition where future prices are above spot prices.,approved
5,debenture,an unsecured debt instrument backed by general credit,lack of unsecured debt instrument backed by general credit,a public discussion about unsecured debt instrument backed by general credit,1,Debenture means an unsecured debt instrument backed by general credit.,approved
5,disinflation,a decrease in the rate of inflation,lack of decrease in the rate of inflation,a written record concerning decrease in the rate of inflation,1,Disinflation means a decrease in the rate of inflation.,approved
5,eurodollar,a U.S. dollar deposit held outside the United States,lack of U.S. dollar deposit held outside the United States,a social situation shaped by U.S. dollar deposit held outside the United States,1,Eurodollar means a U.S. dollar deposit held outside the United States.,approved
5,forbearance,temporary postponement of loan payments or enforcement,lack of temporary postponement of loan payments or enforcement,a rule used when dealing with temporary postponement of loan payments or enforcement,1,Forbearance means temporary postponement of loan payments or enforcement.,approved
5,haircut,a reduction applied to the value of an asset,increase or steady growth,a long-term result caused by reduction applied to the value of an asset,1,Haircut means a reduction applied to the value of an asset.,approved
5,illiquidity,difficulty converting an asset into cash quickly,lack of difficulty converting an asset into cash quickly,a rule used when dealing with difficulty converting an asset into cash quickly,1,Illiquidity means difficulty converting an asset into cash quickly.,approved
5,indemnity,protection or compensation against loss,lack of protection or compensation against loss,a social situation shaped by protection or compensation against loss,1,Indemnity means protection or compensation against loss.,approved
5,mark-to-market,valuation of an asset at its current market price,lack of valuation of an asset at its current market price,a careful judgment involving valuation of an asset at its current market price,1,Mark-to-market means valuation of an asset at its current market price.,approved
5,mezzanine,financing that sits between senior debt and equity,lack of financing that sits between senior debt and equity,a careful judgment involving financing that sits between senior debt and equity,1,Mezzanine means financing that sits between senior debt and equity.,approved
5,monetarism,economic theory emphasizing control of the money supply,lack of economic theory emphasizing control of the money supply,a long-term result caused by economic theory emphasizing control of the money supply,1,Monetarism means economic theory emphasizing control of the money supply.,approved
5,moratorium,a temporary suspension of activity or payment,lack of temporary suspension of activity or payment,a long-term result caused by temporary suspension of activity or payment,1,Moratorium means a temporary suspension of activity or payment.,approved
5,oligopsony,a market with few buyers and many sellers,lack of market with few buyers and many sellers,a public discussion about market with few buyers and many sellers,1,Oligopsony means a market with few buyers and many sellers.,approved
5,rehypothecation,reuse of pledged collateral by a financial intermediary,lack of reuse of pledged collateral by a financial intermediary,a formal decision about reuse of pledged collateral by a financial intermediary,1,Rehypothecation means reuse of pledged collateral by a financial intermediary.,approved
5,securitization,pooling assets and turning them into tradable securities,lack of pooling assets and turning them into tradable securities,a public discussion about pooling assets and turning them into tradable securities,1,Securitization means pooling assets and turning them into tradable securities.,approved
5,seigniorage,profit made by issuing currency,lack of profit made by issuing currency,a formal decision about profit made by issuing currency,1,Seigniorage means profit made by issuing currency.,approved
5,stagflation,high inflation combined with weak growth and unemployment,decrease or gradual loss,a rule used when dealing with high inflation combined with weak growth and unemployment,1,Stagflation means high inflation combined with weak growth and unemployment.,approved
5,subprime,relating to borrowers with weak credit quality,lack of relating to borrowers with weak credit quality,a rule used when dealing with relating to borrowers with weak credit quality,1,Subprime means relating to borrowers with weak credit quality.,approved
5,underwriter,a party that assumes financial risk or manages securities issuance,lack of party that assumes financial risk or manages securities issuance,a public discussion about party that assumes financial risk or manages securities issuance,1,Underwriter means a party that assumes financial risk or manages securities issuance.,approved
5,writedown,a reduction in the recorded value of an asset,increase or steady growth,a careful judgment involving reduction in the recorded value of an asset,1,Writedown means a reduction in the recorded value of an asset.,approved
5,acquittal,a legal judgment that someone is not guilty,lack of legal judgment that someone is not guilty,a long-term result caused by legal judgment that someone is not guilty,1,Acquittal means a legal judgment that someone is not guilty.,approved
5,affidavit,a written sworn statement used as evidence,lack of written sworn statement used as evidence,a written record concerning written sworn statement used as evidence,1,Affidavit means a written sworn statement used as evidence.,approved
5,amicus,a non-party who offers information to a court,lack of non-party who offers information to a court,a careful judgment involving non-party who offers information to a court,1,Amicus means a non-party who offers information to a court.,approved
5,arraignment,a court proceeding where charges are formally read,lack of court proceeding where charges are formally read,a long-term result caused by court proceeding where charges are formally read,1,Arraignment means a court proceeding where charges are formally read.,approved
5,bailment,temporary transfer of property without transfer of ownership,lack of temporary transfer of property without transfer of ownership,a formal decision about temporary transfer of property without transfer of ownership,1,Bailment means temporary transfer of property without transfer of ownership.,approved
5,codicil,an addition or change to a will,lack of addition or change to a will,a personal reaction connected to addition or change to a will,1,Codicil means an addition or change to a will.,approved
5,deposition,sworn testimony taken before trial,lack of sworn testimony taken before trial,a formal decision about sworn testimony taken before trial,1,Deposition means sworn testimony taken before trial.,approved
5,estoppel,a legal bar preventing contradiction of a prior claim or action,lack of legal bar preventing contradiction of a prior claim or action,a rule used when dealing with legal bar preventing contradiction of a prior claim or action,1,Estoppel means a legal bar preventing contradiction of a prior claim or action.,approved
5,indemnitor,a party that promises to compensate another for loss,lack of party that promises to compensate another for loss,a public discussion about party that promises to compensate another for loss,1,Indemnitor means a party that promises to compensate another for loss.,approved
5,injunction,a court order requiring or forbidding an action,disorder or confusion,a long-term result caused by court order requiring or forbidding an action,1,Injunction means a court order requiring or forbidding an action.,approved
5,jurisprudence,the theory or study of law,lack of theory or study of law,a public discussion about theory or study of law,1,Jurisprudence means the theory or study of law.,approved
5,litigant,a party involved in a lawsuit,lack of party involved in a lawsuit,a social situation shaped by party involved in a lawsuit,1,Litigant means a party involved in a lawsuit.,approved
5,misdemeanor,a less serious criminal offense,lack of less serious criminal offense,a rule used when dealing with less serious criminal offense,1,Misdemeanor means a less serious criminal offense.,approved
5,parole,conditional release from prison,lack of conditional release from prison,a public discussion about conditional release from prison,1,Parole means conditional release from prison.,approved
5,plaintiff,the party who brings a civil lawsuit,lack of party who brings a civil lawsuit,a rule used when dealing with party who brings a civil lawsuit,1,Plaintiff means the party who brings a civil lawsuit.,approved
5,precedent,an earlier legal decision used as a guide,lack of earlier legal decision used as a guide,a formal decision about earlier legal decision used as a guide,1,Precedent means an earlier legal decision used as a guide.,approved
5,subpoena,a legal order to appear or produce evidence,disorder or confusion,a written record concerning legal order to appear or produce evidence,1,Subpoena means a legal order to appear or produce evidence.,approved
5,tort,a civil wrong that causes harm or loss,lack of civil wrong that causes harm or loss,a formal decision about civil wrong that causes harm or loss,1,Tort means a civil wrong that causes harm or loss.,approved
5,venue,the proper location or court for a legal case,lack of proper location or court for a legal case,a social situation shaped by proper location or court for a legal case,1,Venue means the proper location or court for a legal case.,approved
5,writ,a formal written court order,disorder or confusion,a long-term result caused by formal written court order,1,Writ means a formal written court order.,approved
5,bilateralism,relations or agreements between two states,clear disagreement or refusal to cooperate,a personal reaction connected to relations or agreements between two states,1,Bilateralism means relations or agreements between two states.,approved
5,caucus,a meeting of members of a political group,lack of meeting of members of a political group,a long-term result caused by meeting of members of a political group,1,Caucus means a meeting of members of a political group.,approved
5,constituency,the voters or group represented by an official,lack of voters or group represented by an official,a written record concerning voters or group represented by an official,1,Constituency means the voters or group represented by an official.,approved
5,corporatism,political organization through major interest groups,lack of political organization through major interest groups,a public discussion about political organization through major interest groups,1,Corporatism means political organization through major interest groups.,approved
5,demagoguery,political appeal to prejudice emotion or fear,lack of political appeal to prejudice emotion or fear,a social situation shaped by political appeal to prejudice emotion or fear,1,Demagoguery means political appeal to prejudice emotion or fear.,approved
5,détente,easing of hostile relations between states,lack of easing of hostile relations between states,a formal decision about easing of hostile relations between states,1,Détente means easing of hostile relations between states.,approved
5,federalism,division of power between central and regional governments,lack of division of power between central and regional governments,a careful judgment involving division of power between central and regional governments,1,Federalism means division of power between central and regional governments.,approved
5,filibuster,delay of legislative action through extended debate,lack of delay of legislative action through extended debate,a rule used when dealing with delay of legislative action through extended debate,1,Filibuster means delay of legislative action through extended debate.,approved
5,geopolitics,politics shaped by geography and strategic interests,lack of politics shaped by geography and strategic interests,a formal decision about politics shaped by geography and strategic interests,1,Geopolitics means politics shaped by geography and strategic interests.,approved
5,gerrymandering,manipulation of electoral boundaries for advantage,lack of manipulation of electoral boundaries for advantage,a long-term result caused by manipulation of electoral boundaries for advantage,1,Gerrymandering means manipulation of electoral boundaries for advantage.,approved
5,incumbency,holding a political office,lack of holding a political office,a formal decision about holding a political office,1,Incumbency means holding a political office.,approved
5,multilateralism,cooperation among multiple states,lack of cooperation among multiple states,a long-term result caused by cooperation among multiple states,1,Multilateralism means cooperation among multiple states.,approved
5,nonalignment,refusal to formally side with major power blocs,lack of refusal to formally side with major power blocs,a formal decision about refusal to formally side with major power blocs,1,Nonalignment means refusal to formally side with major power blocs.,approved
5,partisanship,strong support for a political party or side,lack of strong support for a political party or side,a written record concerning strong support for a political party or side,1,Partisanship means strong support for a political party or side.,approved
5,plebiscite,a direct vote by the people on an issue,lack of direct vote by the people on an issue,a written record concerning direct vote by the people on an issue,1,Plebiscite means a direct vote by the people on an issue.,approved
5,plutocracy,rule by the wealthy,lack of rule by the wealthy,a careful judgment involving rule by the wealthy,1,Plutocracy means rule by the wealthy.,approved
5,realpolitik,politics based on practical power rather than ideals,lack of politics based on practical power rather than ideals,a public discussion about politics based on practical power rather than ideals,1,Realpolitik means politics based on practical power rather than ideals.,approved
5,secession,formal withdrawal from a political union,lack of formal withdrawal from a political union,a formal decision about formal withdrawal from a political union,1,Secession means formal withdrawal from a political union.,approved
5,unilateralism,acting by one state or side alone,lack of acting by one state or side alone,a personal reaction connected to acting by one state or side alone,1,Unilateralism means acting by one state or side alone.,approved
5,veto,the power to reject a decision or proposal,lack of power to reject a decision or proposal,a personal reaction connected to power to reject a decision or proposal,1,Veto means the power to reject a decision or proposal.,approved
5,allopatric speciation,formation of new species through geographic separation,lack of formation of new species through geographic separation,a public discussion about formation of new species through geographic separation,1,Allopatric speciation means formation of new species through geographic separation.,approved
5,cladistics,classification by shared evolutionary ancestry,lack of classification by shared evolutionary ancestry,a rule used when dealing with classification by shared evolutionary ancestry,1,Cladistics means classification by shared evolutionary ancestry.,approved
5,endosymbiosis,one organism living inside another in a mutually beneficial relationship,lack of one organism living inside another in a mutually beneficial relationship,a personal reaction connected to one organism living inside another in a mutually beneficial relationship,1,Endosymbiosis means one organism living inside another in a mutually beneficial relationship.,approved
5,epigenetics,study of changes in gene expression not caused by DNA sequence changes,lack of study of changes in gene expression not caused by DNA sequence changes,a long-term result caused by study of changes in gene expression not caused by DNA sequence changes,1,Epigenetics means study of changes in gene expression not caused by DNA sequence changes.,approved
5,exaptation,a trait evolved for one function and later used for another,lack of trait evolved for one function and later used for another,a careful judgment involving trait evolved for one function and later used for another,1,Exaptation means a trait evolved for one function and later used for another.,approved
5,genotype,the genetic makeup of an organism,lack of genetic makeup of an organism,a rule used when dealing with genetic makeup of an organism,1,Genotype means the genetic makeup of an organism.,approved
5,homeostasis,maintenance of stable internal conditions,lack of maintenance of stable internal conditions,a public discussion about maintenance of stable internal conditions,1,Homeostasis means maintenance of stable internal conditions.,approved
5,kin selection,evolutionary favoring of behaviors that help genetic relatives,lack of evolutionary favoring of behaviors that help genetic relatives,a personal reaction connected to evolutionary favoring of behaviors that help genetic relatives,1,Kin selection means evolutionary favoring of behaviors that help genetic relatives.,approved
5,phylogeny,evolutionary history and relationships of organisms,lack of evolutionary history and relationships of organisms,a long-term result caused by evolutionary history and relationships of organisms,1,Phylogeny means evolutionary history and relationships of organisms.,approved
5,pleiotropy,one gene affecting multiple traits,lack of one gene affecting multiple traits,a written record concerning one gene affecting multiple traits,1,Pleiotropy means one gene affecting multiple traits.,approved
5,symbiogenesis,evolution through the merging of organisms in symbiosis,lack of evolution through the merging of organisms in symbiosis,a formal decision about evolution through the merging of organisms in symbiosis,1,Symbiogenesis means evolution through the merging of organisms in symbiosis.,approved
5,taxon,a named group in biological classification,lack of named group in biological classification,a careful judgment involving named group in biological classification,1,Taxon means a named group in biological classification.,approved
5,allotrope,a different structural form of the same element,lack of different structural form of the same element,a rule used when dealing with different structural form of the same element,1,Allotrope means a different structural form of the same element.,approved
5,chirality,handedness where a structure is not superimposable on its mirror image,lack of handedness where a structure is not superimposable on its mirror image,a written record concerning handedness where a structure is not superimposable on its mirror image,1,Chirality means handedness where a structure is not superimposable on its mirror image.,approved
5,electrophile,a species that accepts an electron pair,lack of species that accepts an electron pair,a personal reaction connected to species that accepts an electron pair,1,Electrophile means a species that accepts an electron pair.,approved
5,enantiomer,one of two mirror-image molecules that are not superimposable,lack of one of two mirror-image molecules that are not superimposable,a social situation shaped by one of two mirror-image molecules that are not superimposable,1,Enantiomer means one of two mirror-image molecules that are not superimposable.,approved
5,enthalpy,total heat content of a thermodynamic system,absence of thermal energy in a system,a temperature change during a reaction,1,Enthalpy means total heat content of a thermodynamic system.,approved
5,isomer,a compound with the same formula but different structure,lack of compound with the same formula but different structure,a written record concerning compound with the same formula but different structure,1,Isomer means a compound with the same formula but different structure.,approved
5,molarity,concentration measured as moles of solute per liter of solution,lack of concentration measured as moles of solute per liter of solution,a long-term result caused by concentration measured as moles of solute per liter of solution,1,Molarity means concentration measured as moles of solute per liter of solution.,approved
5,nucleophile,a species that donates an electron pair,lack of species that donates an electron pair,a social situation shaped by species that donates an electron pair,1,Nucleophile means a species that donates an electron pair.,approved
5,stoichiometry,calculation of reactants and products in chemical reactions,lack of calculation of reactants and products in chemical reactions,a formal decision about calculation of reactants and products in chemical reactions,1,Stoichiometry means calculation of reactants and products in chemical reactions.,approved
5,valence,combining power of an atom or ion,lack of combining power of an atom or ion,a formal decision about combining power of an atom or ion,1,Valence means combining power of an atom or ion.,approved
