level,word,choice_1,choice_2,choice_3,answer,explanation,status
2,dependence,the state of needing support,a final deadline,a job offer,1,Dependence is the state of needing support from someone or something.,approved
2,dignity,self-respect or honor,a travel route,a small discount,1,Dignity is self-respect or honor.,approved
2,dilemma,a difficult choice between options,a clear solution,a small machine,1,A dilemma is a difficult choice between options.,approved
2,dimension,a size aspect or part of a situation,a yearly event,a written request,1,A dimension is a size aspect or part of a situation.,approved
2,discrimination,unfair treatment based on group identity,a normal payment,a private meeting,1,Discrimination is unfair treatment based on group identity.,approved
2,disposal,the act of throwing away or getting rid of something,a new appointment,a work achievement,1,Disposal is the act of throwing away or getting rid of something.,approved
2,diversity,variety or difference,a fixed rule,a public complaint,1,Diversity means variety or the presence of differences.,approved
2,dominance,the state of having power over others,a short explanation,a weak signal,1,Dominance is the state of having power or control over others.,approved
2,duration,the length of time something lasts,a product category,a written opinion,1,Duration is the length of time something lasts.,approved
2,emphasis,special importance or attention,a legal payment,a late arrival,1,Emphasis is special importance or attention given to something.,approved
2,encounter,a meeting or experience,a work defect,a final estimate,1,An encounter is a meeting or experience.,approved
2,endorsement,public support or approval,a serious accident,a normal routine,1,An endorsement is public support or approval.,approved
2,engagement,involvement or a formal arrangement,a cancelled product,a private error,1,Engagement means involvement or a formal arrangement.,approved
2,enhancement,an improvement,a sudden argument,a yearly tax,1,Enhancement means an improvement or increase in quality.,approved
2,enthusiasm,strong interest or excitement,a fixed limitation,a work shortage,1,Enthusiasm is strong interest or excitement.,approved
2,entitlement,the right to have something,a product design,a quick interview,1,Entitlement is the right to have or receive something.,approved
2,equivalent,something equal in value or meaning,a local accident,a poor result,1,An equivalent is something equal in value meaning or function.,approved
2,ethics,moral rules or principles,a travel platform,a machine error,1,Ethics are moral rules or principles.,approved
2,excellence,very high quality,a small complaint,a temporary job,1,Excellence means very high quality.,approved
2,exclusion,the act of keeping someone or something out,a public benefit,a work achievement,1,Exclusion is the act of keeping someone or something out.,approved
2,expansion,growth or increase,a strict limit,a short delay,1,Expansion means growth or increase in size or amount.,approved
2,expertise,special skill or knowledge,a small payment,a formal restriction,1,Expertise is special skill or knowledge.,approved
2,flexibility,the ability to change or bend easily,a fixed shortage,a legal issue,1,Flexibility is the ability to change or bend easily.,approved
2,fluctuation,a change up and down,a final decision,a stable result,1,Fluctuation is a change up and down.,approved
2,frequency,how often something happens,a hidden cost,a work address,1,Frequency is how often something happens.,approved
2,frustration,a feeling of being upset because of difficulty,a business profit,a clean record,1,Frustration is a feeling of being upset because something is difficult.,approved
2,guarantee,a promise that something will happen or work,a short discussion,a private accident,1,A guarantee is a promise that something will happen or work.,approved
2,hardship,a serious difficulty,a good advantage,a public reward,1,Hardship means serious difficulty or suffering.,approved
2,harmony,peaceful agreement,a sudden complaint,a product defect,1,Harmony means peaceful agreement or balance.,approved
2,hierarchy,a system of levels of importance,a flat payment,a random mistake,1,A hierarchy is a system with levels of importance or authority.,approved
2,hypothesis,an idea to be tested,a confirmed fact,a small discount,1,A hypothesis is an idea or explanation to be tested.,approved
2,incentive,something that encourages action,a business location,a personal delay,1,An incentive is something that encourages someone to act.,approved
2,inclination,a tendency or preference,a formal law,a machine part,1,Inclination means a tendency or preference.,approved
2,inconsistency,a lack of agreement or sameness,a steady pattern,a final success,1,Inconsistency is a lack of agreement or sameness.,approved
2,indicator,a sign that shows a condition or change,a private contract,a travel delay,1,An indicator is a sign that shows a condition or change.,approved
2,inequality,an unfair difference,a normal balance,a work routine,1,Inequality is an unfair difference between people or groups.,approved
2,innovation,a new idea or method,a repeated mistake,a legal problem,1,Innovation is a new idea method or product.,approved
2,inspiration,something that gives ideas or energy,a strict rule,a product failure,1,Inspiration is something that gives ideas energy or motivation.,approved
2,integrity,honesty and strong moral principles,a quick bargain,a work category,1,Integrity means honesty and strong moral principles.,approved
2,intensity,the strength or degree of something,a public address,a small meeting,1,Intensity is the strength or degree of something.,approved
2,intervention,action taken to change a situation,a normal schedule,a final payment,1,Intervention is action taken to change a situation.,approved
2,inventory,a list of goods or supplies,a public opinion,a short conflict,1,Inventory is a list of goods or supplies.,approved
2,jurisdiction,the legal power over an area or issue,a work benefit,a small habit,1,Jurisdiction is legal power over an area or issue.,approved
2,landmark,a famous place or important event,a minor task,a private message,1,A landmark is a famous place or important event.,approved
2,livelihood,a way of earning money to live,a formal meeting,a product sample,1,Livelihood means a way of earning money to live.,approved
2,loyalty,strong support for someone or something,a late document,a broken tool,1,Loyalty is strong support for someone or something.,approved
2,manipulation,control in a clever or unfair way,a simple answer,a public holiday,1,Manipulation is control in a clever or unfair way.,approved
2,margin,the edge or difference between amounts,a central office,a work accident,1,A margin is an edge or the difference between amounts.,approved
2,milestone,an important stage in progress,a small loss,a temporary rule,1,A milestone is an important stage in progress.,approved
2,mobility,the ability to move or change position,a final warning,a fixed location,1,Mobility is the ability to move or change position.,approved
2,necessity,something that is needed,a public complaint,a minor choice,1,A necessity is something that is needed.,approved
2,obstacle,something that blocks progress,a useful benefit,a work celebration,1,An obstacle is something that blocks progress.,approved
2,occupation,a job or regular activity,a local document,a product issue,1,An occupation is a job or regular activity.,approved
2,orientation,training or position toward something,a final profit,a small defect,1,Orientation is training for a new situation or position toward something.,approved
2,ownership,the state of owning something,a legal error,a public discussion,1,Ownership is the state of owning something.,approved
2,perception,the way someone sees or understands something,a written contract,a business location,1,Perception is the way someone sees or understands something.,approved
2,persistence,continuing despite difficulty,a quick refusal,a final deadline,1,Persistence is continuing despite difficulty.,approved
2,phenomenon,something that happens or exists and can be noticed,a private payment,a simple tool,1,A phenomenon is something that happens or exists and can be noticed.,approved
2,priority,something more important than others,a broken agreement,a short trip,1,A priority is something considered more important than others.,approved
2,privilege,a special right or advantage,a public error,a work shortage,1,A privilege is a special right or advantage.,approved
2,probability,the chance that something will happen,a legal document,a small reward,1,Probability is the chance that something will happen.,approved
2,procedure,a set of steps for doing something,a sudden feeling,a customer list,1,A procedure is a set of steps for doing something.,approved
2,productivity,the ability to produce results,a travel restriction,a hidden cost,1,Productivity is the ability to produce useful results.,approved
2,proficiency,skill or ability,a formal apology,a late payment,1,Proficiency means skill or ability in doing something.,approved
2,prosperity,success and wealth,a small mistake,a public argument,1,Prosperity means success and wealth.,approved
2,qualification,a skill record or condition needed,a product delay,a casual comment,1,A qualification is a skill record or condition needed for something.,approved
2,reception,the act of receiving or a welcome area,a work failure,a fixed rule,1,Reception is the act of receiving or a welcome area.,approved
2,recognition,identifying or giving credit,a hidden danger,a short journey,1,Recognition means identifying someone or giving credit.,approved
2,recovery,the process of getting better or getting back,a small discount,a legal complaint,1,Recovery is the process of getting better or getting something back.,approved
2,reliability,the quality of being dependable,a sudden decline,a travel plan,1,Reliability is the quality of being dependable.,approved
2,reputation,the general opinion about someone or something,a public ticket,a final price,1,Reputation is the general opinion people have about someone or something.,approved
2,resistance,refusal to accept or the ability to oppose,a simple agreement,a work benefit,1,Resistance is refusal to accept something or the ability to oppose it.,approved
2,restriction,a limit or rule,a useful resource,a personal success,1,A restriction is a limit or rule.,approved
2,satisfaction,a pleased feeling,a serious shortage,a formal argument,1,Satisfaction is a pleased feeling after needs or expectations are met.,approved
2,shortage,a lack of enough supply,a major success,a private meeting,1,A shortage is a lack of enough supply.,approved
2,stability,the state of being steady and not changing suddenly,a legal warning,a temporary problem,1,Stability is the state of being steady and not changing suddenly.,approved
2,status,a position or state,a travel route,a product sample,1,Status is a position state or social rank.,approved
2,abundance,a large amount,a legal limit,a short delay,1,Abundance means a large amount of something.,approved
2,accessibility,the quality of being easy to reach or use,a yearly payment,a private argument,1,Accessibility is the quality of being easy to reach use or understand.,approved
2,accommodation,a place to stay or an adjustment,a small mistake,a public reward,1,Accommodation means a place to stay or a change made to help someone.,approved
2,accumulation,the gradual gathering of things,a sudden loss,a formal meeting,1,Accumulation is the gradual gathering or increase of something.,approved
2,acquisition,the act of getting something,a minor delay,a broken promise,1,Acquisition is the act of getting or buying something.,approved
2,adjacency,the state of being next to something,a financial loss,a formal apology,1,Adjacency means being next to or near something.,approved
2,advocacy,public support for an idea or cause,a product defect,a travel route,1,Advocacy is public support for an idea cause or policy.,approved
2,allocation,the act of dividing resources for a purpose,a legal punishment,a short interview,1,Allocation is the act of assigning resources for a purpose.,approved
2,ambiguity,the quality of having more than one meaning,a clear instruction,a fixed result,1,Ambiguity is the quality of being unclear or having more than one meaning.,approved
2,amendment,a change or addition to a document or law,a business profit,a local office,1,An amendment is a change or addition to a document or law.,approved
2,apparatus,equipment used for a purpose,a public complaint,a yearly event,1,Apparatus means equipment or tools used for a specific purpose.,approved
2,appraisal,an evaluation of value or quality,a sudden illness,a product shipment,1,An appraisal is an evaluation of value quality or performance.,approved
2,architecture,the design or structure of buildings or systems,a financial penalty,a casual opinion,1,Architecture is the design or structure of buildings systems or software.,approved
2,aspiration,a strong hope or goal,a broken tool,a short payment,1,An aspiration is a strong hope or goal.,approved
2,assimilation,the process of becoming part of a group,a legal restriction,a work shortage,1,Assimilation is the process of becoming part of a group or culture.,approved
2,attribution,the act of saying who or what caused something,a quick discount,a private routine,1,Attribution is the act of giving credit or naming a cause.,approved
2,autonomy,the ability to act independently,a formal complaint,a product sample,1,Autonomy means independence or the ability to make your own decisions.,approved
2,beneficiary,a person who receives a benefit,a person who refuses work,a written rule,1,A beneficiary is a person who receives a benefit.,approved
2,bureaucracy,a system of official rules and offices,a friendly gathering,a small advantage,1,Bureaucracy is a system of official rules procedures and offices.,approved
2,certification,official proof of qualification or standard,a casual meeting,a sudden mistake,1,Certification is official proof that someone or something meets a standard.,approved
2,clarification,an explanation that makes something clearer,a work delay,a yearly budget,1,Clarification is an explanation that makes something clearer.,approved
2,coalition,a group working together for a goal,a private document,a product feature,1,A coalition is a group that joins together for a shared goal.,approved
2,coherence,the quality of being logical and clear,a large payment,a strict deadline,1,Coherence is the quality of being logical clear and connected.,approved
2,commerce,business or trade,a personal feeling,a short lesson,1,Commerce means business trade or buying and selling.,approved
2,compliance,the act of following rules,a sudden argument,a travel document,1,Compliance is the act of following rules laws or requests.,approved
2,complication,a problem that makes something harder,a simple solution,a regular schedule,1,A complication is a problem that makes a situation harder.,approved
2,concession,something given up to reach agreement,a clear victory,a local address,1,A concession is something given up to reach an agreement.,approved
2,configuration,the arrangement of parts,a business trip,a personal doubt,1,Configuration means the arrangement of parts or settings.,approved
2,conformity,behavior that follows rules or group expectations,a product launch,a quick recovery,1,Conformity is behavior that follows rules standards or group expectations.,approved
2,consolidation,the act of combining into one stronger whole,a temporary failure,a short conversation,1,Consolidation is the act of combining things into one stronger whole.,approved
2,contingency,a possible future event that may require action,a confirmed result,a public celebration,1,A contingency is a possible future event that may require planning.,approved
2,correlation,a connection between two things,a legal office,a one-time payment,1,Correlation is a connection or relationship between two things.,approved
2,counterpart,a person or thing with a similar role,a minor error,a hidden cost,1,A counterpart is someone or something with a similar role elsewhere.,approved
2,cultivation,the act of growing or developing something,a final rejection,a product defect,1,Cultivation is the act of growing plants skills or relationships.,approved
2,declaration,a formal statement,a private routine,a short delay,1,A declaration is a formal statement.,approved
2,delegation,the act of giving tasks or authority to others,a sudden shortage,a travel plan,1,Delegation is the act of giving tasks or authority to others.,approved
2,dependency,the state of relying on something,a formal achievement,a sales target,1,Dependency is the state of relying on someone or something.,approved
2,deployment,the act of putting people or resources into use,a personal opinion,a broken agreement,1,Deployment is the act of putting people resources or systems into use.,approved
2,deprivation,the lack of something necessary,a major profit,a public reward,1,Deprivation is the lack of something necessary.,approved
2,designation,an official name or choice,a casual meeting,a product failure,1,Designation is an official name title or selection.,approved
2,deterioration,the process of becoming worse,a steady improvement,a short message,1,Deterioration is the process of becoming worse.,approved
2,discrepancy,a difference between things that should match,a perfect agreement,a yearly review,1,A discrepancy is a difference between things that should match.,approved
2,disruption,a disturbance that interrupts normal activity,a quiet improvement,a written instruction,1,Disruption is a disturbance that interrupts normal activity.,approved
2,documentation,written records or instructions,a temporary worker,a public argument,1,Documentation means written records instructions or evidence.,approved
2,ecosystem,a community of living things or connected system,a legal penalty,a short estimate,1,An ecosystem is a community of living things or a connected system.,approved
2,eligibility,the state of being qualified or allowed,a product delay,a private habit,1,Eligibility is the state of being qualified or allowed to do something.,approved
2,embodiment,a clear example or expression of an idea,a work shortage,a travel route,1,Embodiment is a clear example or expression of an idea quality or feeling.,approved
2,emergence,the process of appearing or becoming known,a final payment,a small repair,1,Emergence is the process of appearing or becoming known.,approved
2,enforcement,the act of making people follow rules,a business expansion,a casual interview,1,Enforcement is the act of making people follow laws or rules.,approved
2,enrollment,the act of joining a school program or service,a legal conflict,a product price,1,Enrollment is the act of joining or registering in a program or service.,approved
2,enterprise,a business or difficult project,a short delay,a private message,1,An enterprise is a business or a difficult project.,approved
2,entity,an organization or thing with separate existence,a small discount,a job interview,1,An entity is a thing organization or unit that exists separately.,approved
2,epidemic,a widespread disease or problem,a single routine,a final approval,1,An epidemic is a widespread disease or problem.,approved
2,equivalence,the state of being equal in value or meaning,a public complaint,a sudden failure,1,Equivalence is the state of being equal in value meaning or function.,approved
2,estimation,a rough calculation or judgment,a confirmed payment,a local meeting,1,Estimation is a rough calculation or judgment.,approved
2,execution,the act of carrying out a plan,a product sample,a friendly habit,1,Execution is the act of carrying out a plan task or decision.,approved
2,expenditure,money spent,a task completed,a free service,1,Expenditure means money spent.,approved
2,exploitation,the unfair use of someone or something,a legal permission,a basic routine,1,Exploitation is the unfair use of someone or something for benefit.,approved
2,feasibility,the possibility of doing something successfully,a final rejection,a travel document,1,Feasibility is the possibility that something can be done successfully.,approved
2,formulation,the process of creating a plan or idea,a sudden decline,a work location,1,Formulation is the process of creating or developing a plan idea or method.,approved
2,governance,the way an organization or country is controlled,a personal preference,a short payment,1,Governance is the way a country organization or system is controlled.,approved
2,grievance,a complaint about unfair treatment,a business reward,a clear agreement,1,A grievance is a complaint about unfair treatment.,approved
2,implementation,the act of putting a plan into action,a casual opinion,a product shortage,1,Implementation is the act of putting a plan or decision into action.,approved
2,implication,a possible effect or suggested meaning,a fixed schedule,a private office,1,An implication is a possible effect or suggested meaning.,approved
2,incorporation,the act of including or forming as a company,a public celebration,a quick estimate,1,Incorporation is the act of including something or forming a company.,approved
2,infrastructure,basic systems such as roads power and networks,a yearly budget,a short interview,1,Infrastructure means the basic systems a place or organization needs to operate.,approved
2,integration,the act of combining parts into a whole,a legal dispute,a sudden complaint,1,Integration is the act of combining parts into a whole.,approved
2,interpretation,an explanation of meaning,a product price,a normal routine,1,Interpretation is an explanation or understanding of meaning.,approved
2,justification,a reason that shows something is right or reasonable,a business address,a temporary worker,1,Justification is a reason that shows something is right or reasonable.,approved
2,legislation,laws or the process of making laws,a product feature,a personal habit,1,Legislation means laws or the process of making laws.,approved
2,liability,legal responsibility or something that causes risk,a strong advantage,a casual meeting,1,Liability means legal responsibility or something that creates risk.,approved
2,logistics,the planning of moving people goods or resources,a written apology,a final opinion,1,Logistics is the planning of moving people goods or resources.,approved
2,manifestation,a clear sign or example of something,a local payment,a hidden routine,1,A manifestation is a clear sign or example of something.,approved
2,mechanism,a system or process that makes something work,a business complaint,a short reward,1,A mechanism is a system or process that makes something work.,approved
2,mediation,the act of helping groups reach agreement,a product launch,a small debt,1,Mediation is help from another person to reach agreement.,approved
2,methodology,a system of methods,a casual feeling,a public shortage,1,Methodology is a system of methods used in a field or study.,approved
2,mitigation,the act of reducing harm or risk,a sudden success,a private message,1,Mitigation is the act of reducing harm risk or damage.,approved
2,modification,a change made to something,a fixed standard,a legal office,1,A modification is a change made to something.,approved
2,monopoly,complete control of a market,a fair competition,a small guideline,1,A monopoly is complete control of a market by one seller or group.,approved
2,obligation,a duty or responsibility,a product sample,a quick profit,1,An obligation is a duty or responsibility.,approved
2,observation,the act of watching or noticing,a public payment,a broken promise,1,Observation is the act of watching noticing or commenting on something.,approved
2,optimization,the process of making something as effective as possible,a legal penalty,a casual introduction,1,Optimization is the process of making something work as well as possible.,approved
2,parameter,a limit or factor that controls how something works,a friendly colleague,a sales campaign,1,A parameter is a limit rule or factor that controls a system or process.,approved
2,participation,the act of taking part,a private restriction,a short delay,1,Participation is the act of taking part in something.,approved
2,penetration,the act of entering or spreading into something,a final refusal,a normal schedule,1,Penetration is the act of entering passing into or spreading into something.,approved
2,placement,the act of putting something in a position or job,a product defect,a yearly event,1,Placement is the act of putting someone or something in a position or job.,approved
2,portfolio,a collection of work investments or products,a legal mistake,a public warning,1,A portfolio is a collection of work investments or products.,approved
2,precision,the quality of being exact,a general guess,a temporary problem,1,Precision is the quality of being exact and accurate.,approved
2,prediction,a statement about what will happen,a confirmed record,a work shortage,1,A prediction is a statement about what will happen in the future.,approved
2,prevalence,the state of being common or widespread,a private contract,a minor feature,1,Prevalence is the state of being common or widespread.,approved
2,procurement,the act of obtaining goods or services,a legal conflict,a personal feeling,1,Procurement is the act of obtaining goods or services.,approved
2,projection,a forecast or image shown on a surface,a daily routine,a product complaint,1,A projection is a forecast or an image shown on a surface.,approved
2,promotion,the act of supporting or raising position,a strong restriction,a work accident,1,Promotion means support for something or movement to a higher position.,approved
2,protocol,an official procedure or set of rules,a casual opinion,a small discount,1,A protocol is an official procedure or set of rules.,approved
2,provision,the act of providing or a rule in a document,a product failure,a private lunch,1,Provision means the act of providing something or a rule in a document.,approved
2,reconstruction,the act of rebuilding something,a sudden decline,a public complaint,1,Reconstruction is the act of rebuilding or restoring something.,approved
2,regulation,an official rule,a friendly meeting,a short reward,1,A regulation is an official rule.,approved
2,reinforcement,the act of strengthening or supporting,a legal cancellation,a yearly interview,1,Reinforcement is the act of strengthening or supporting something.,approved
2,reimbursement,money paid back for expenses,a business risk,a product sample,1,Reimbursement is money paid back for expenses.,approved
2,representation,the act of speaking or acting for someone or showing something,a fixed location,a private mistake,1,Representation is the act of speaking for someone or showing something.,approved
2,reservation,a booking or a doubt,a final approval,a product category,1,A reservation is a booking or a doubt about something.,approved
2,resilience,the ability to recover from difficulty,a legal restriction,a routine task,1,Resilience is the ability to recover from difficulty.,approved
2,revision,a change or review,a business failure,a public office,1,A revision is a change made after review.,approved
2,sanction,an official penalty or approval,a casual note,a product launch,1,A sanction is an official penalty or sometimes official approval.,approved
2,simulation,a model of a real situation,a final payment,a legal complaint,1,A simulation is a model or imitation of a real situation.,approved
2,specification,a detailed requirement or description,a broad guess,a private routine,1,A specification is a detailed requirement or description.,approved
2,stakeholder,a person or group affected by a decision,a temporary tool,a simple error,1,A stakeholder is a person or group affected by a decision or project.,approved
2,subsidy,money given by a government or organization to support something,a sudden restriction,a short survey,1,A subsidy is money given to support a service business or activity.,approved
2,succession,the act of following in order or taking over a role,a public argument,a product defect,1,Succession is the act of following in order or taking over a role.,approved
2,supervision,the act of watching or managing work,a legal reward,a private delay,1,Supervision is the act of watching directing or managing work.,approved
2,sustainability,the ability to continue without harmful loss,a short profit,a legal error,1,Sustainability is the ability to continue without using up resources or causing too much harm.,approved
2,transaction,a business exchange or payment,a personal habit,a public celebration,1,A transaction is a business exchange or payment.,approved
2,transparency,the quality of being open and clear,a hidden rule,a final shortage,1,Transparency is the quality of being open clear and easy to understand.,approved
2,validation,the act of proving something is correct or acceptable,a business trip,a product launch,1,Validation is the act of proving that something is correct acceptable or useful.,approved
