level,word,choice_1,choice_2,choice_3,answer,explanation,status
4,selflessness,concern for others over oneself,lack of concern for others over oneself,a public discussion about concern for others over oneself,1,Selflessness means concern for others over oneself.,approved
4,serendipity,pleasant discovery by chance,lack of pleasant discovery by chance,a formal decision about pleasant discovery by chance,1,Serendipity means pleasant discovery by chance.,approved
4,spirituality,concern with the spirit or sacred matters,lack of concern with the spirit or sacred matters,a long-term result caused by concern with the spirit or sacred matters,1,Spirituality means concern with the spirit or sacred matters.,approved
4,stoicism,calm endurance of pain or difficulty,lack of calm endurance of pain or difficulty,a long-term result caused by calm endurance of pain or difficulty,1,Stoicism means calm endurance of pain or difficulty.,approved
4,subservience,excessive willingness to obey,lack of excessive willingness to obey,a careful judgment involving excessive willingness to obey,1,Subservience means excessive willingness to obey.,approved
4,tenacity,persistent determination,lack of persistent determination,a social situation shaped by persistent determination,1,Tenacity means persistent determination.,approved
4,transcendence,existence beyond ordinary limits,lack of existence beyond ordinary limits,a personal reaction connected to existence beyond ordinary limits,1,Transcendence means existence beyond ordinary limits.,approved
4,ubiquity,presence everywhere,lack of presence everywhere,a long-term result caused by presence everywhere,1,Ubiquity means presence everywhere.,approved
4,utilitarianism,belief that actions should maximize overall usefulness,doubt or refusal to accept,a careful judgment involving actions should maximize overall usefulness,1,Utilitarianism means belief that actions should maximize overall usefulness.,approved
4,vanity,excessive pride in appearance or achievement,lack of excessive pride in appearance or achievement,a rule used when dealing with excessive pride in appearance or achievement,1,Vanity means excessive pride in appearance or achievement.,approved
4,veracity,truthfulness,lack of truthfulness,a long-term result caused by truthfulness,1,Veracity means truthfulness.,approved
4,vigilance,careful watchfulness,lack of careful watchfulness,a personal reaction connected to careful watchfulness,1,Vigilance means careful watchfulness.,approved
4,virtue,moral goodness,lack of moral goodness,a written record concerning moral goodness,1,Virtue means moral goodness.,approved
4,whimsicality,playful or unpredictable quality,lack of playful or unpredictable quality,a long-term result caused by playful or unpredictable quality,1,Whimsicality means playful or unpredictable quality.,approved
4,zealotry,extreme fanatical devotion,lack of extreme fanatical devotion,a personal reaction connected to extreme fanatical devotion,1,Zealotry means extreme fanatical devotion.,approved
4,absolutism,belief in absolute principles or unlimited authority,doubt or refusal to accept,a personal reaction connected to absolute principles or unlimited authority,1,Absolutism means belief in absolute principles or unlimited authority.,approved
4,adaptationism,the view that traits are chiefly shaped by evolutionary adjustment,lack of view that traits are chiefly shaped by evolutionary adjustment,a long-term result caused by view that traits are chiefly shaped by evolutionary adjustment,1,Adaptationism means the view that traits are chiefly shaped by adaptation.,approved
4,antagonism,active opposition or hostility,friendliness or warm approval,a careful judgment involving active opposition or hostility,1,Antagonism means active opposition or hostility.,approved
4,authoritarianism,support for strict authority and obedience,lack of support for strict authority and obedience,a formal decision about support for strict authority and obedience,1,Authoritarianism means support for strict authority and obedience.,approved
4,collectivism,priority of the group over the individual,lack of priority of the group over the individual,a long-term result caused by priority of the group over the individual,1,Collectivism means priority of the group over the individual.,approved
4,constructivism,the view that knowledge or meaning is constructed,lack of view that knowledge or meaning is constructed,a careful judgment involving view that knowledge or meaning is constructed,1,Constructivism means the view that knowledge or meaning is constructed.,approved
4,determinism,belief that events are caused by prior conditions,doubt or refusal to accept,a written record concerning events are caused by prior conditions,1,Determinism means belief that events are caused by prior conditions.,approved
4,exceptionalism,belief that something is uniquely special,doubt or refusal to accept,a formal decision about something is uniquely special,1,Exceptionalism means belief that something is uniquely special.,approved
4,existentialism,philosophy focused on individual existence and choice,lack of philosophy focused on individual existence and choice,a long-term result caused by individual existence and choice,1,Existentialism means philosophy focused on individual existence and choice.,approved
4,fundamentalism,strict adherence to basic doctrines,lack of strict adherence to basic doctrines,a public discussion about strict adherence to basic doctrines,1,Fundamentalism means strict adherence to basic doctrines.,approved
4,individualism,priority of personal freedom and responsibility,control or restriction,a public discussion about priority of personal freedom and responsibility,1,Individualism means priority of individual freedom and responsibility.,approved
4,materialism,focus on physical things or possessions,lack of focus on physical things or possessions,a formal decision about focus on physical things or possessions,1,Materialism means focus on material things or the view that matter is primary.,approved
4,relativism,belief that truth or value depends on context,doubt or refusal to accept,a rule used when dealing with truth or value depends on context,1,Relativism means belief that truth or value depends on context.,approved
4,abnegation,self-denial or rejection of one's own interests,lack of self-denial or rejection of one's own interests,a social situation shaped by self-denial or rejection of one's own interests,1,Abnegation means self-denial or rejection of one's own interests.,approved
4,acumen,quick and accurate judgment,lack of quick and accurate judgment,a careful judgment involving quick and accurate judgment,1,Acumen means quick and accurate judgment.,approved
4,ambivalence,mixed or conflicting feelings,lack of mixed or conflicting feelings,a personal reaction connected to mixed or conflicting feelings,1,Ambivalence means mixed or conflicting feelings.,approved
4,anathema,something strongly disliked or condemned,friendliness or warm approval,a long-term result caused by something strongly disliked or condemned,1,Anathema means something strongly disliked or condemned.,approved
4,animus,hostile feeling or intention,lack of hostile feeling or intention,a long-term result caused by hostile feeling or intention,1,Animus means hostile feeling or intention.,approved
4,antithesis,the direct opposite of something,lack of direct opposite of something,a written record concerning direct opposite of something,1,Antithesis means the direct opposite of something.,approved
4,apotheosis,the highest point or perfect example,lack of highest point or perfect example,a rule used when dealing with highest point or perfect example,1,Apotheosis means the highest point or perfect example.,approved
4,ascendance,a position of rising power or influence,lack of position of rising power or influence,a personal reaction connected to position of rising power or influence,1,Ascendance means a position of rising power or influence.,approved
4,audacity,boldness that may seem rude or risky,lack of boldness that may seem rude or risky,a long-term result caused by boldness that may seem rude or risky,1,Audacity means boldness that may seem rude or risky.,approved
4,austerity,strict economy or severe simplicity,lack of strict economy or severe simplicity,a personal reaction connected to strict economy or severe simplicity,1,Austerity means strict economy or severe simplicity.,approved
4,avarice,extreme greed for wealth,lack of extreme greed for wealth,a long-term result caused by extreme greed for wealth,1,Avarice means extreme greed for wealth.,approved
4,brevity,briefness or short duration,lack of briefness or short duration,a rule used when dealing with briefness or short duration,1,Brevity means briefness or short duration.,approved
4,caprice,a sudden unpredictable change of mind,lack of sudden unpredictable change of mind,a rule used when dealing with sudden unpredictable change of mind,1,Caprice means a sudden unpredictable change of mind.,approved
4,censure,strong official criticism,lack of strong official criticism,a formal decision about strong official criticism,1,Censure means strong official criticism.,approved
4,cogency,the quality of being clear logical and convincing,confusion or lack of clear understanding,a social situation shaped by quality of being clear logical and convincing,1,Cogency means the quality of being clear logical and convincing.,approved
4,conciliation,the act of reducing hostility and restoring goodwill,friendliness or warm approval,a public discussion about act of reducing hostility and restoring goodwill,1,Conciliation means the act of reducing hostility and restoring goodwill.,approved
4,constancy,steadfastness or unchanging loyalty,lack of steadfastness or unchanging loyalty,a personal reaction connected to steadfastness or unchanging loyalty,1,Constancy means steadfastness or unchanging loyalty.,approved
4,contrition,deep regret for wrongdoing,lack of deep regret for wrongdoing,a public discussion about deep regret for wrongdoing,1,Contrition means deep regret for wrongdoing.,approved
4,credulity,readiness to believe too easily,lack of readiness to believe too easily,a careful judgment involving readiness to believe too easily,1,Credulity means readiness to believe too easily.,approved
4,decorum,proper and polite behavior,lack of proper and polite behavior,a careful judgment involving proper and polite behavior,1,Decorum means proper and polite behavior.,approved
4,defiance,open resistance or refusal to obey,lack of open resistance or refusal to obey,a social situation shaped by open resistance or refusal to obey,1,Defiance means open resistance or refusal to obey.,approved
4,denigration,unfair criticism that damages reputation,lack of unfair criticism that damages reputation,a public discussion about unfair criticism that damages reputation,1,Denigration means unfair criticism that damages reputation.,approved
4,desolation,emptiness sadness or ruin,lack of emptiness sadness or ruin,a careful judgment involving emptiness sadness or ruin,1,Desolation means emptiness sadness or ruin.,approved
4,despondency,deep discouragement or hopelessness,lack of deep discouragement or hopelessness,a written record concerning deep discouragement or hopelessness,1,Despondency means deep discouragement or hopelessness.,approved
4,diffidence,lack of confidence,strong presence of confidence,a social situation shaped by lack of confidence,1,Diffidence means lack of confidence.,approved
4,disarray,disorder or confusion,disorder or confusion,a long-term result caused by disorder or confusion,1,Disarray means disorder or confusion.,approved
4,discontent,dissatisfaction,lack of dissatisfaction,a careful judgment involving dissatisfaction,1,Discontent means dissatisfaction.,approved
4,disparagement,criticism that lowers respect for someone or something,lack of criticism that lowers respect for someone or something,a public discussion about criticism that lowers respect for someone or something,1,Disparagement means criticism that lowers respect for someone or something.,approved
4,doggedness,persistent determination,lack of persistent determination,a social situation shaped by persistent determination,1,Doggedness means persistent determination.,approved
4,duplicity,deceitfulness or double dealing,lack of deceitfulness or double dealing,a rule used when dealing with deceitfulness or double dealing,1,Duplicity means deceitfulness or double dealing.,approved
4,effrontery,shameless boldness,lack of shameless boldness,a long-term result caused by shameless boldness,1,Effrontery means shameless boldness.,approved
4,enigma,something mysterious or difficult to understand,lack of something mysterious or difficult to understand,a social situation shaped by something mysterious or difficult to understand,1,Enigma means something mysterious or difficult to understand.,approved
4,ephemerality,the quality of lasting only briefly,lack of quality of lasting only briefly,a personal reaction connected to quality of lasting only briefly,1,Ephemerality means the quality of lasting only briefly.,approved
4,erosion,gradual wearing away or weakening,lack of gradual wearing away or weakening,a written record concerning gradual wearing away or weakening,1,Erosion means gradual wearing away or weakening.,approved
4,exasperation,intense irritation or frustration,lack of intense irritation or frustration,a long-term result caused by intense irritation or frustration,1,Exasperation means intense irritation or frustration.,approved
4,fecundity,fruitfulness or ability to produce abundantly,inability or lack of skill,a social situation shaped by fruitfulness or ability to produce abundantly,1,Fecundity means fruitfulness or ability to produce abundantly.,approved
4,heterogeneity,the quality of being diverse in kind,lack of quality of being diverse in kind,a social situation shaped by quality of being diverse in kind,1,Heterogeneity means the quality of being diverse in kind.,approved
4,homogeneity,the quality of being uniform or similar,lack of quality of being uniform or similar,a formal decision about quality of being uniform or similar,1,Homogeneity means the quality of being uniform or similar.,approved
4,impropriety,improper or unsuitable behavior,lack of improper or unsuitable behavior,a written record concerning improper or unsuitable behavior,1,Impropriety means improper or unsuitable behavior.,approved
4,incongruity,lack of harmony or suitability,strong presence of harmony or suitability,a rule used when dealing with lack of harmony or suitability,1,Incongruity means lack of harmony or suitability.,approved
4,indolence,laziness or avoidance of effort,lack of laziness or avoidance of effort,a long-term result caused by laziness or avoidance of effort,1,Indolence means laziness or avoidance of effort.,approved
4,inefficacy,lack of effectiveness,strong presence of effectiveness,a social situation shaped by lack of effectiveness,1,Inefficacy means lack of effectiveness.,approved
4,infallibility,the quality of being unable to make mistakes,lack of quality of being unable to make mistakes,a social situation shaped by quality of being unable to make mistakes,1,Infallibility means the quality of being unable to make mistakes.,approved
4,intrepidity,fearless courage,lack of fearless courage,a long-term result caused by fearless courage,1,Intrepidity means fearless courage.,approved
4,irreverence,lack of proper respect,strong presence of proper respect,a careful judgment involving lack of proper respect,1,Irreverence means lack of proper respect.,approved
4,lethargy,lack of energy or enthusiasm,strong presence of energy or enthusiasm,a public discussion about lack of energy or enthusiasm,1,Lethargy means lack of energy or enthusiasm.,approved
4,malevolence,desire to harm others,lack of desire to harm others,a rule used when dealing with desire to harm others,1,Malevolence means desire to harm others.,approved
4,mendacity,untruthfulness,lack of untruthfulness,a rule used when dealing with untruthfulness,1,Mendacity means untruthfulness.,approved
4,meritocracy,a system where success is based on ability and merit,inability or lack of skill,a written record concerning system where success is based on ability and merit,1,Meritocracy means a system where success is based on ability and merit.,approved
4,metamorphosis,a major transformation,lack of major transformation,a careful judgment involving major transformation,1,Metamorphosis means a major transformation.,approved
4,minutiae,small precise details,lack of small precise details,a social situation shaped by small precise details,1,Minutiae means small precise details.,approved
4,misanthropy,dislike or distrust of humankind,friendliness or warm approval,a rule used when dealing with dislike or distrust of humankind,1,Misanthropy means dislike or distrust of humankind.,approved
4,myopia,narrow-mindedness or short-sightedness,lack of narrow-mindedness or short-sightedness,a formal decision about narrow-mindedness or short-sightedness,1,Myopia means narrow-mindedness or short-sightedness.,approved
4,nebulosity,vagueness or cloudiness,lack of vagueness or cloudiness,a formal decision about vagueness or cloudiness,1,Nebulosity means vagueness or cloudiness.,approved
4,obduracy,stubborn refusal to change,lack of stubborn refusal to change,a rule used when dealing with stubborn refusal to change,1,Obduracy means stubborn refusal to change.,approved
4,opprobrium,harsh public criticism or disgrace,lack of harsh public criticism or disgrace,a formal decision about harsh public criticism or disgrace,1,Opprobrium means harsh public criticism or disgrace.,approved
4,ostentation,showy display meant to impress,lack of showy display meant to impress,a long-term result caused by showy display meant to impress,1,Ostentation means showy display meant to impress.,approved
4,parsimony,extreme unwillingness to spend money or resources,lack of extreme unwillingness to spend money or resources,a written record concerning extreme unwillingness to spend money or resources,1,Parsimony means extreme unwillingness to spend money or resources.,approved
4,perfidy,treachery or betrayal of trust,lack of treachery or betrayal of trust,a long-term result caused by treachery or betrayal of trust,1,Perfidy means treachery or betrayal of trust.,approved
4,perniciousness,the quality of causing serious harm,lack of quality of causing serious harm,a rule used when dealing with quality of causing serious harm,1,Perniciousness means the quality of causing serious harm.,approved
4,placidity,calmness or peacefulness,lack of calmness or peacefulness,a formal decision about calmness or peacefulness,1,Placidity means calmness or peacefulness.,approved
4,polarity,opposition between two contrasting forces or ideas,lack of opposition between two contrasting forces or ideas,a personal reaction connected to opposition between two contrasting forces or ideas,1,Polarity means opposition between two contrasting forces or ideas.,approved
4,precariousness,lack of security or stability,strong presence of security or stability,a rule used when dealing with lack of security or stability,1,Precariousness means lack of security or stability.,approved
4,propriety,correct or proper behavior,lack of correct or proper behavior,a long-term result caused by correct or proper behavior,1,Propriety means correct or proper behavior.,approved
4,quiescence,a state of quiet inactivity,lack of state of quiet inactivity,a careful judgment involving state of quiet inactivity,1,Quiescence means a state of quiet inactivity.,approved
4,rancor,deep bitter resentment,lack of deep bitter resentment,a written record concerning deep bitter resentment,1,Rancor means deep bitter resentment.,approved
4,rectitude,moral correctness,lack of moral correctness,a rule used when dealing with moral correctness,1,Rectitude means moral correctness.,approved
4,reticence,reserve or unwillingness to speak freely,lack of reserve or unwillingness to speak freely,a written record concerning reserve or unwillingness to speak freely,1,Reticence means reserve or unwillingness to speak freely.,approved
4,sanctimony,false or excessive display of moral superiority,lack of false or excessive display of moral superiority,a careful judgment involving false or excessive display of moral superiority,1,Sanctimony means false or excessive display of moral superiority.,approved
4,solipsism,the view that only one's own mind is certain to exist,lack of view that only one's own mind is certain to exist,a rule used when dealing with view that only one's own mind is certain to exist,1,Solipsism means the view that only one's own mind is certain to exist.,approved
4,steadfastness,firm loyalty or determination,lack of firm loyalty or determination,a careful judgment involving firm loyalty or determination,1,Steadfastness means firm loyalty or determination.,approved
4,vacuity,emptiness or lack of thought,lack of emptiness or lack of thought,a rule used when dealing with emptiness or lack of thought,1,Vacuity means emptiness or lack of thought.,approved
4,volatility,the quality of changing suddenly or unpredictably,lack of quality of changing suddenly or unpredictably,a social situation shaped by quality of changing suddenly or unpredictably,1,Volatility means the quality of changing suddenly or unpredictably.,approved
4,abeyance,temporary suspension or inactivity,lack of temporary suspension or inactivity,a personal reaction connected to temporary suspension or inactivity,1,Abeyance means temporary suspension or inactivity.,approved
4,abjuration,formal rejection or renunciation,lack of formal rejection or renunciation,a public discussion about formal rejection or renunciation,1,Abjuration means formal rejection or renunciation.,approved
4,acculturation,adaptation to a different culture,lack of adaptation to a different culture,a rule used when dealing with adaptation to a different culture,1,Acculturation means adaptation to a different culture.,approved
4,adulation,excessive praise,lack of excessive praise,a formal decision about excessive praise,1,Adulation means excessive praise.,approved
4,aggrandizement,the act of increasing power status or wealth,lack of act of increasing power status or wealth,a written record concerning act of increasing power status or wealth,1,Aggrandizement means the act of increasing power status or wealth.,approved
4,alienation,a feeling of isolation or separation,lack of feeling of isolation or separation,a social situation shaped by feeling of isolation or separation,1,Alienation means a feeling of isolation or separation.,approved
4,anthropocentrism,the belief that humans are central or most important,doubt or refusal to accept,a written record concerning humans are central or most important,1,Anthropocentrism means the belief that humans are central or most important.,approved
4,antinomy,a contradiction between two reasonable principles,lack of contradiction between two reasonable principles,a public discussion about contradiction between two reasonable principles,1,Antinomy means a contradiction between two reasonable principles.,approved
4,asperity,harshness of tone manner or condition,lack of harshness of tone manner or condition,a personal reaction connected to harshness of tone manner or condition,1,Asperity means harshness of tone manner or condition.,approved
4,attenuation,weakening or reduction in force,increase or steady growth,a written record concerning weakening or reduction in force,1,Attenuation means weakening or reduction in force.,approved
4,beatification,the act of declaring someone blessed or highly honored,lack of act of declaring someone blessed or highly honored,a long-term result caused by act of declaring someone blessed or highly honored,1,Beatification means the act of declaring someone blessed or highly honored.,approved
4,circumlocution,indirect or wordy expression,lack of indirect or wordy expression,a social situation shaped by indirect or wordy expression,1,Circumlocution means indirect or wordy expression.,approved
4,codification,the act of arranging rules into a system,lack of act of arranging rules into a system,a long-term result caused by act of arranging rules into a system,1,Codification means the act of arranging rules into a system.,approved
4,commensurability,the quality of being measurable by a common standard,lack of quality of being measurable by a common standard,a careful judgment involving quality of being measurable by a common standard,1,Commensurability means the quality of being measurable by a common standard.,approved
4,concupiscence,strong desire especially sensual desire,lack of strong desire especially sensual desire,a personal reaction connected to strong desire especially sensual desire,1,Concupiscence means strong desire especially sensual desire.,approved
4,conflagration,a large destructive fire or conflict,lack of large destructive fire or conflict,a rule used when dealing with large destructive fire or conflict,1,Conflagration means a large destructive fire or conflict.,approved
4,consequentialism,the view that outcomes determine moral value,lack of view that outcomes determine moral value,a rule used when dealing with view that outcomes determine moral value,1,Consequentialism means the view that outcomes determine moral value.,approved
4,consilience,agreement between evidence from different fields,clear disagreement or refusal to cooperate,a long-term result caused by agreement between evidence from different fields,1,Consilience means agreement between evidence from different fields.,approved
4,counterfactual,a statement about what did not happen but could have,lack of statement about what did not happen but could have,a careful judgment involving statement about what did not happen but could have,1,Counterfactual means a statement about what did not happen but could have.,approved
4,declension,decline or downward change,increase or steady growth,a formal decision about decline or downward change,1,Declension means decline or downward change.,approved
4,dehumanization,the act of treating people as less than human,lack of act of treating people as less than human,a personal reaction connected to act of treating people as less than human,1,Dehumanization means the act of treating people as less than human.,approved
4,demagoguery,political appeal to prejudice and emotion,lack of political appeal to prejudice and emotion,a careful judgment involving political appeal to prejudice and emotion,1,Demagoguery means political appeal to prejudice and emotion.,approved
4,denouement,the final resolution of a story or situation,lack of final resolution of a story or situation,a careful judgment involving final resolution of a story or situation,1,Denouement means the final resolution of a story or situation.,approved
4,deontology,ethical theory based on duty and rules,lack of ethical theory based on duty and rules,a personal reaction connected to ethical theory based on duty and rules,1,Deontology means ethical theory based on duty and rules.,approved
4,depersonalization,loss of personal identity or individual quality,lack of loss of personal identity or individual quality,a formal decision about loss of personal identity or individual quality,1,Depersonalization means loss of personal identity or individual quality.,approved
4,dialectic,reasoning through opposing ideas,lack of reasoning through opposing ideas,a careful judgment involving reasoning through opposing ideas,1,Dialectic means reasoning through opposing ideas.,approved
4,disaffection,loss of loyalty or affection,lack of loss of loyalty or affection,a social situation shaped by loss of loyalty or affection,1,Disaffection means loss of loyalty or affection.,approved
4,disenchantment,loss of idealism or belief,doubt or refusal to accept,a careful judgment involving loss of idealism or belief,1,Disenchantment means loss of idealism or belief.,approved
4,dissimulation,concealment of true feelings or intentions,lack of concealment of true feelings or intentions,a formal decision about concealment of true feelings or intentions,1,Dissimulation means concealment of true feelings or intentions.,approved
4,egalitarianism,belief in equality for all people,doubt or refusal to accept,a formal decision about equality for all people,1,Egalitarianism means belief in equality for all people.,approved
4,emanation,something that flows out or originates from a source,lack of something that flows out or originates from a source,a rule used when dealing with something that flows out or originates from a source,1,Emanation means something that flows out or originates from a source.,approved
4,encomium,high praise,lack of high praise,a social situation shaped by high praise,1,Encomium means high praise.,approved
4,entelechy,the realization of potential,lack of realization of potential,a written record concerning realization of potential,1,Entelechy means the realization of potential.,approved
4,epistemology,the study of knowledge,lack of study of knowledge,a careful judgment involving study of knowledge,1,Epistemology means the study of knowledge.,approved
4,eschatology,the study of final events or ultimate destiny,lack of study of final events or ultimate destiny,a long-term result caused by study of final events or ultimate destiny,1,Eschatology means the study of final events or ultimate destiny.,approved
4,essentialism,belief in fixed core qualities,doubt or refusal to accept,a rule used when dealing with fixed core qualities,1,Essentialism means belief in fixed essential qualities.,approved
4,ethnocentrism,judging other cultures by one's own culture,lack of judging other cultures by one's own culture,a rule used when dealing with judging other cultures by one's own culture,1,Ethnocentrism means judging other cultures by one's own culture.,approved
4,eugenics,the discredited attempt to improve populations by controlling reproduction,lack of discredited attempt to improve populations by controlling reproduction,a public discussion about discredited attempt to improve populations by controlling reproduction,1,Eugenics means the discredited attempt to improve populations by controlling reproduction.,approved
4,exegesis,critical explanation of a text,lack of critical explanation of a text,a long-term result caused by critical explanation of a text,1,Exegesis means critical explanation of a text.,approved
4,externality,an outside effect of an action or transaction,lack of outside effect of an action or transaction,a written record concerning outside effect of an action or transaction,1,Externality means an outside effect of an action or transaction.,approved
4,factionalism,division into competing groups,lack of division into competing groups,a written record concerning division into competing groups,1,Factionalism means division into competing groups.,approved
4,fallibilism,the view that knowledge may be mistaken,lack of view that knowledge may be mistaken,a public discussion about view that knowledge may be mistaken,1,Fallibilism means the view that knowledge may be mistaken.,approved
4,federalism,a system dividing power between central and regional governments,lack of system dividing power between central and regional governments,a formal decision about system dividing power between central and regional governments,1,Federalism means a system dividing power between central and regional governments.,approved
4,fideism,reliance on faith rather than reason,lack of reliance on faith rather than reason,a formal decision about reliance on faith rather than reason,1,Fideism means reliance on faith rather than reason.,approved
4,finitude,the state of having limits,lack of state of having limits,a formal decision about state of having limits,1,Finitude means the state of having limits.,approved
4,formalism,emphasis on form rules or structure,lack of emphasis on form rules or structure,a social situation shaped by emphasis on form rules or structure,1,Formalism means emphasis on form rules or structure.,approved
4,gentrification,neighborhood change caused by wealthier residents moving in,lack of neighborhood change caused by wealthier residents moving in,a written record concerning neighborhood change caused by wealthier residents moving in,1,Gentrification means neighborhood change caused by wealthier residents moving in.,approved
4,hermeneutics,the theory of interpretation,lack of theory of interpretation,a rule used when dealing with theory of interpretation,1,Hermeneutics means the theory of interpretation.,approved
4,historicism,interpretation through the context of its era,lack of interpretation through the context of its era,a social situation shaped by interpretation through the context of its era,1,Historicism means interpretation through historical context.,approved
4,hypostasis,treating an abstract idea as a concrete reality,lack of treating an abstract idea as a concrete reality,a careful judgment involving treating an abstract idea as a concrete reality,1,Hypostasis means treating an abstract idea as a concrete reality.,approved
4,idealization,the act of imagining something as better than it is,lack of act of imagining something as better than it is,a social situation shaped by act of imagining something as better than it is,1,Idealization means the act of imagining something as better than it is.,approved
4,indeterminacy,the state of being uncertain or not fixed,lack of state of being uncertain or not fixed,a careful judgment involving state of being uncertain or not fixed,1,Indeterminacy means the state of being uncertain or not fixed.,approved
4,intransigence,refusal to compromise,lack of refusal to compromise,a long-term result caused by refusal to compromise,1,Intransigence means refusal to compromise.,approved
4,irredentism,claiming territory based on historical or ethnic ties,lack of claiming territory based on historical or ethnic ties,a long-term result caused by claiming territory based on historical or ethnic ties,1,Irredentism means claiming territory based on historical or ethnic ties.,approved
4,localization,adaptation to a particular place or culture,lack of adaptation to a particular place or culture,a rule used when dealing with adaptation to a particular place or culture,1,Localization means adaptation to a particular place or culture.,approved
4,marginalization,the act of pushing a group to the edge of society,lack of act of pushing a group to the edge of society,a long-term result caused by act of pushing a group to the edge of society,1,Marginalization means the act of pushing a group to the edge of society.,approved
4,mercantilism,economic policy focused on national trade advantage,lack of economic policy focused on national trade advantage,a rule used when dealing with economic policy focused on national trade advantage,1,Mercantilism means economic policy focused on national trade advantage.,approved
4,modernization,updating something to current forms,lack of updating something to current forms,a written record concerning updating something to current forms,1,Modernization means the process of making something modern.,approved
4,monotheism,belief in one god,doubt or refusal to accept,a rule used when dealing with one god,1,Monotheism means belief in one god.,approved
4,mutualism,a relationship that benefits both sides,lack of relationship that benefits both sides,a social situation shaped by relationship that benefits both sides,1,Mutualism means a relationship that benefits both sides.,approved
4,naturalism,the view that phenomena arise from physical causes,lack of view that phenomena arise from physical causes,a careful judgment involving view that phenomena arise from physical causes,1,Naturalism means the view that everything arises from natural causes.,approved
4,nominalism,the view that universal concepts are only names,lack of view that universal concepts are only names,a social situation shaped by view that universal concepts are only names,1,Nominalism means the view that universal concepts are only names.,approved
4,objectivism,the view that reality or values exist independently of perception,lack of view that reality or values exist independently of perception,a long-term result caused by view that reality or values exist independently of perception,1,Objectivism means the view that reality or values exist independently of perception.,approved
4,orientalism,stereotyped Western representation of Eastern cultures,lack of stereotyped Western representation of Eastern cultures,a written record concerning stereotyped Western representation of Eastern cultures,1,Orientalism means stereotyped Western representation of Eastern cultures.,approved
4,particularism,focus on specific cases over universal rules,lack of focus on specific cases over universal rules,a social situation shaped by focus on specific cases over universal rules,1,Particularism means focus on specific cases over universal rules.,approved
4,phenomenology,the study of conscious experience,lack of study of conscious experience,a careful judgment involving study of conscious experience,1,Phenomenology means the study of conscious experience.,approved
4,polytheism,belief in many gods,doubt or refusal to accept,a public discussion about many gods,1,Polytheism means belief in many gods.,approved
4,positivism,the view that knowledge should be based on observable facts,lack of view that knowledge should be based on observable facts,a social situation shaped by view that knowledge should be based on observable facts,1,Positivism means the view that knowledge should be based on observable facts.,approved
4,postmodernism,skepticism toward universal truths and grand narratives,lack of skepticism toward universal truths and grand narratives,a public discussion about skepticism toward universal truths and grand narratives,1,Postmodernism means skepticism toward universal truths and grand narratives.,approved
4,predestination,the belief that events are determined in advance,doubt or refusal to accept,a long-term result caused by events are determined in advance,1,Predestination means the belief that events are determined in advance.,approved
4,presentism,judging earlier times by today's values,lack of judging earlier times by today's values,a rule used when dealing with judging earlier times by today's values,1,Presentism means judging the past by present-day values.,approved
4,proceduralism,emphasis on correct procedures,lack of emphasis on correct procedures,a formal decision about emphasis on correct procedures,1,Proceduralism means emphasis on correct procedures.,approved
4,reductionism,explaining something complex by reducing it to simpler parts,lack of explaining something complex by reducing it to simpler parts,a long-term result caused by explaining something complex by reducing it to simpler parts,1,Reductionism means explaining something complex by reducing it to simpler parts.,approved
4,republicanism,political theory emphasizing representative government and civic virtue,lack of political theory emphasizing representative government and civic virtue,a long-term result caused by political theory emphasizing representative government and civic virtue,1,Republicanism means political theory emphasizing representative government and civic virtue.,approved
4,reification,treating an abstract idea as a concrete thing,lack of treating an abstract idea as a concrete thing,a social situation shaped by treating an abstract idea as a concrete thing,1,Reification means treating an abstract idea as a concrete thing.,approved
4,scholasticism,medieval method of learning based on logic and theology,lack of medieval method of learning based on logic and theology,a written record concerning medieval method of learning based on logic and theology,1,Scholasticism means medieval method of learning based on logic and theology.,approved
4,secularization,the process of becoming less religious,lack of process of becoming less religious,a social situation shaped by process of becoming less religious,1,Secularization means the process of becoming less religious.,approved
4,sensationalism,use of shocking details to attract attention,lack of use of shocking details to attract attention,a careful judgment involving use of shocking details to attract attention,1,Sensationalism means use of shocking details to attract attention.,approved
4,structuralism,analysis based on underlying systems and structures,lack of analysis based on underlying systems and structures,a social situation shaped by analysis based on underlying systems and structures,1,Structuralism means analysis based on underlying systems and structures.,approved
4,subjectivism,the view that truth or value depends on individual perspective,lack of view that truth or value depends on individual perspective,a public discussion about view that truth or value depends on individual perspective,1,Subjectivism means the view that truth or value depends on individual perspective.,approved
4,teleology,explanation by purpose or final cause,lack of explanation by purpose or final cause,a social situation shaped by explanation by purpose or final cause,1,Teleology means explanation by purpose or final cause.,approved
4,totalitarianism,centralized control over nearly all aspects of life,lack of centralized control over nearly all aspects of life,a public discussion about centralized control over nearly all aspects of life,1,Totalitarianism means centralized control over nearly all aspects of life.,approved
4,transcendentalism,belief in spiritual truth beyond experience,doubt or refusal to accept,a written record concerning spiritual truth beyond experience,1,Transcendentalism means belief in spiritual truth beyond experience.,approved
4,universalism,belief in principles applying to all cases,doubt or refusal to accept,a careful judgment involving principles applying to all cases,1,Universalism means belief in universal principles or application to all.,approved
