level,word,choice_1,choice_2,choice_3,answer,explanation,status
1,budget,a plan for spending money,a road map,a sleeping time,1,A budget is a plan for spending money.,approved
1,campaign,organized actions for a goal,a quiet table,a broken window,1,A campaign is a planned set of actions for a goal.,approved
1,capacity,the amount something can hold or do,a cold room,a final page,1,Capacity is the amount something can hold or do.,approved
1,case,a situation or example,a public bus,a cooking fire,1,A case is a situation example or matter.,approved
1,cause,the reason something happens,a clean desk,a short song,1,A cause is the reason something happens.,approved
1,character,a person in a story or someone's qualities,a local train,a long payment,1,Character means a person in a story or someone's qualities.,approved
1,circumstance,a fact or condition around a situation,a small plate,a friendly sound,1,A circumstance is a fact or condition connected with a situation.,approved
1,class,a group of students or a lesson,a broken bag,a late dinner,1,A class is a group of students or a lesson.,approved
1,climate,the usual weather of a place,a job title,a quiet mistake,1,Climate is the usual weather of a place.,approved
1,clue,information that helps solve something,a private road,a heavy cost,1,A clue is information that helps solve a problem.,approved
1,coast,land next to the sea,a written answer,a small office,1,A coast is land next to the sea.,approved
1,communication,the act of sharing information,a final price,a damaged tool,1,Communication is the act of sharing information.,approved
1,comparison,looking at how things are similar or different,a hot meal,a safe door,1,Comparison is looking at how things are similar or different.,approved
1,concern,a worry or important matter,a red cup,a short path,1,A concern is a worry or important matter.,approved
1,confidence,belief in yourself or something,a local bus,a heavy smell,1,Confidence is belief in yourself or something.,approved
1,conflict,a serious disagreement,a clean window,a small meal,1,A conflict is a serious disagreement.,approved
1,consequence,a result of an action,a quiet road,a new shirt,1,A consequence is a result of an action.,approved
1,control,the power to direct something,a final note,a bad smell,1,Control is the power to direct or manage something.,approved
1,cost,the amount of money needed,a happy story,a safe color,1,Cost is the amount of money needed to buy or do something.,approved
1,courage,the ability to face fear,a small mistake,a work table,1,Courage is the ability to face fear or danger.,approved
1,course,a class or direction,a hot sound,a private key,1,A course is a class or a direction of movement.,approved
1,crisis,a very serious problem,a clean answer,a short trip,1,A crisis is a very serious problem or dangerous time.,approved
1,culture,the ideas customs and art of a group,a cold drink,a broken chair,1,Culture means the ideas customs and art of a group.,approved
1,damage,harm or injury,a good result,a quiet plan,1,Damage means harm or injury.,approved
1,danger,the chance of being hurt,a kind answer,a small gift,1,Danger is the chance of being hurt or harmed.,approved
1,debate,a formal discussion with different opinions,a travel bag,a clean plate,1,A debate is a formal discussion with different opinions.,approved
1,demand,a strong request or need,a short sleep,a red sign,1,Demand is a strong request or need.,approved
1,department,a part of an organization,a food bowl,a happy habit,1,A department is a part of an organization.,approved
1,design,a plan or style of something,a late answer,a noisy street,1,A design is a plan or style of something.,approved
1,desire,a strong wish,a small cost,a safe rule,1,A desire is a strong wish.,approved
1,destination,the place someone is going to,a clean window,a final error,1,A destination is the place someone is going to.,approved
1,development,growth or improvement,a broken road,a quiet meal,1,Development means growth or improvement.,approved
1,device,a tool or machine,a public idea,a heavy question,1,A device is a tool or machine.,approved
1,diet,the food someone usually eats,a work delay,a safe address,1,A diet is the food someone usually eats.,approved
1,duty,something you must do,a short song,a cold plate,1,A duty is something you must do.,approved
1,edge,the side or border of something,a final plan,a loud message,1,An edge is the side or border of something.,approved
1,effect,a result or change caused by something,a small ticket,a private chair,1,An effect is a result or change caused by something.,approved
1,element,one part of something,a local road,a hot drink,1,An element is one part of something.,approved
1,emergency,a sudden dangerous situation,a quiet event,a new habit,1,An emergency is a sudden dangerous situation.,approved
1,environment,the surroundings or natural world,a final cost,a clean book,1,The environment is the surroundings or natural world.,approved
1,error,a mistake,a success,a good smell,1,An error is a mistake.,approved
1,exchange,the act of giving and receiving,a sleeping place,a broken tool,1,An exchange is the act of giving and receiving.,approved
1,excuse,a reason given for something,a small office,a happy color,1,An excuse is a reason given for something.,approved
1,expense,the money spent on something,a safe signal,a short meeting,1,An expense is money spent on something.,approved
1,experiment,a test to learn something,a kind of food,a quiet street,1,An experiment is a test done to learn something.,approved
1,expression,a look on a face or a phrase,a work chair,a travel rule,1,An expression is a look on a face or a phrase.,approved
1,factor,something that affects a result,a clean room,a final warning,1,A factor is something that affects a result.,approved
1,favor,a kind act or support,a heavy error,a late road,1,A favor is a kind act or support.,approved
1,field,an area of land or study,a hot cup,a private song,1,A field is an area of land or an area of study.,approved
1,focus,the center of attention,a noisy answer,a small debt,1,Focus is the center of attention.,approved
1,force,power or strength,a quiet plan,a local bus,1,Force means power or strength.,approved
1,future,the time after now,a broken note,a clean table,1,The future is the time after now.,approved
1,generation,a group of people born around the same time,a safe room,a short meal,1,A generation is a group of people born around the same time.,approved
1,grade,a score or level,a cooking tool,a private delay,1,A grade is a score or level.,approved
1,guide,a person or thing that helps show the way,a late result,a bad smell,1,A guide helps show the way or explain what to do.,approved
1,history,past events,a small payment,a clean shirt,1,History means past events.,approved
1,impact,a strong effect,a quiet dinner,a travel bag,1,An impact is a strong effect.,approved
1,importance,the state of being important,a red cup,a broken promise,1,Importance means the state of being important.,approved
1,incident,an event especially a problem,a happy choice,a clean road,1,An incident is an event especially a problem.,approved
1,income,money received,a short lesson,a safe chair,1,Income is money received.,approved
1,independence,the state of being free from control,a small mistake,a work table,1,Independence is the state of being free from control by others.,approved
1,individual,one person,a group rule,a long road,1,An individual is one person.,approved
1,industry,a type of business,a cold drink,a private note,1,An industry is a type of business.,approved
1,instruction,information telling how to do something,a noisy street,a final price,1,An instruction tells how to do something.,approved
1,interest,a feeling of wanting to know or a money charge,a broken box,a safe meal,1,Interest means wanting to know about something or a money charge.,approved
1,journey,a trip from one place to another,a clean window,a job title,1,A journey is a trip from one place to another.,approved
1,judge,a person who decides in court or a contest,a travel cost,a small sound,1,A judge is a person who decides in court or a contest.,approved
1,justice,fair treatment,a short message,a hot plate,1,Justice means fair treatment.,approved
1,key,a thing used to open a lock or something important,a late train,a quiet habit,1,A key opens a lock or means something important.,approved
1,lack,not enough of something,a good result,a clean room,1,Lack means not enough of something.,approved
1,language,words people use to communicate,a red sign,a heavy rule,1,A language is words people use to communicate.,approved
1,law,a rule made by a government,a small taste,a work desk,1,A law is a rule made by a government.,approved
1,level,a position or amount on a scale,a broken chair,a private meal,1,A level is a position or amount on a scale.,approved
1,lifestyle,the way a person lives,a final cost,a cold message,1,Lifestyle means the way a person lives.,approved
1,location,a place or position,a quiet answer,a heavy cup,1,A location is a place or position.,approved
1,loss,the fact of losing something,a clean road,a public gift,1,Loss means the fact of losing something.,approved
1,luck,good or bad things happening by chance,a written rule,a small office,1,Luck means good or bad things happening by chance.,approved
1,market,a place or system for buying and selling,a sleeping habit,a broken signal,1,A market is a place or system for buying and selling.,approved
1,material,what something is made of,a final question,a public smile,1,Material is what something is made of.,approved
1,matter,a subject or problem,a clean bowl,a hot sound,1,A matter is a subject or problem.,approved
1,method,a way of doing something,a small mistake,a private road,1,A method is a way of doing something.,approved
1,model,an example or small copy,a late meal,a loud note,1,A model is an example or small copy of something.,approved
1,nation,a country,a work table,a fresh drink,1,A nation is a country.,approved
1,nature,the natural world or basic quality,a final bill,a city office,1,Nature means the natural world or the basic quality of something.,approved
1,neighbor,a person living near you,a long document,a broken plan,1,A neighbor is a person living near you.,approved
1,occasion,a special time or event,a safe chair,a hot message,1,An occasion is a special time or event.,approved
1,office,a place where people work,a kind of food,a short problem,1,An office is a place where people work.,approved
1,operation,the act or process of working,a clean answer,a private cup,1,An operation is the act or process of working.,approved
1,organization,a group with a purpose or the act of arranging,a heavy road,a quiet mistake,1,An organization is a group with a purpose or the act of arranging things.,approved
1,pain,a hurt feeling in the body,a good habit,a public ticket,1,Pain is a hurt feeling in the body.,approved
1,passage,a section of writing or a way through,a small payment,a broken cup,1,A passage is a section of writing or a way through.,approved
1,path,a way or track,a work idea,a clean rule,1,A path is a way or track.,approved
1,pattern,a repeated design or way something happens,a late warning,a cold meal,1,A pattern is a repeated design or way something happens.,approved
1,payment,money paid,a short story,a safe road,1,A payment is money paid.,approved
1,performance,how well someone does something,a private habit,a heavy smell,1,Performance is how well someone does something.,approved
1,personality,the usual qualities of a person,a final report,a clean dish,1,Personality means the usual qualities of a person.,approved
1,phase,a stage in a process,a noisy chair,a travel key,1,A phase is a stage in a process.,approved
1,policy,a rule or plan of action,a hot drink,a broken message,1,A policy is a rule or plan of action.,approved
1,population,the number of people in a place,a small mistake,a safe answer,1,Population means the number of people in a place.,approved
1,position,a place or job,a quiet meal,a cold warning,1,A position is a place or job.,approved
1,pressure,force or stress,a clean shirt,a happy rule,1,Pressure means force or stress.,approved
1,principle,a basic rule or belief,a local ticket,a late cup,1,A principle is a basic rule or belief.,approved
1,progress,improvement or movement forward,a bad smell,a private sound,1,Progress means improvement or movement forward.,approved
1,property,something owned or land,a short mistake,a public answer,1,Property means something owned or land.,approved
1,protection,the act of keeping safe,a travel delay,a small noise,1,Protection is the act of keeping someone or something safe.,approved
1,reaction,a response to something,a final chair,a clean road,1,A reaction is a response to something.,approved
1,reality,actual existence,a hot meal,a broken song,1,Reality means what is real.,approved
1,region,an area,a small note,a private habit,1,A region is an area.,approved
1,resource,something useful or needed,a late color,a quiet mistake,1,A resource is something useful or needed.,approved
1,access,the way to enter or use something,a final meal,a quiet habit,1,Access is the way to enter or use something.,approved
1,achievement,something successfully done,a broken plate,a late bus,1,An achievement is something successfully done.,approved
1,admission,permission to enter,a small mistake,a cooking tool,1,Admission is permission to enter a place or event.,approved
1,adventure,an exciting experience,a quiet office,a short payment,1,An adventure is an exciting experience.,approved
1,affair,a matter or event,a clean cup,a local road,1,An affair is a matter event or situation.,approved
1,aid,help,a final answer,a bad smell,1,Aid means help.,approved
1,aim,a goal or purpose,a travel chair,a hot message,1,An aim is a goal or purpose.,approved
1,alarm,a warning sound or feeling,a happy story,a clean table,1,An alarm is a warning sound or feeling.,approved
1,alternative,another choice,a broken rule,a quiet street,1,An alternative is another choice.,approved
1,appeal,a request or attraction,a small payment,a cold drink,1,An appeal is a request or something attractive.,approved
1,approach,a way of doing something or moving closer,a final cost,a private song,1,An approach is a way of doing something or moving closer.,approved
1,arrangement,a plan or order,a bad smell,a travel seat,1,An arrangement is a plan or the way things are organized.,approved
1,aspect,one part of something,a clean road,a loud mistake,1,An aspect is one part of something.,approved
1,assignment,a task given to someone,a safe cup,a local train,1,An assignment is a task given to someone.,approved
1,assistance,help,a public sound,a broken answer,1,Assistance means help.,approved
1,association,a connection or group,a short meal,a heavy cost,1,An association is a connection or a group of people.,approved
1,atmosphere,the feeling of a place or the air around earth,a small chair,a written rule,1,Atmosphere means the feeling of a place or the air around Earth.,approved
1,attempt,an effort to do something,a hot sign,a quiet office,1,An attempt is an effort to do something.,approved
1,attraction,something interesting or enjoyable,a broken bus,a private error,1,An attraction is something interesting or enjoyable.,approved
1,authority,the power to make decisions,a clean plate,a short story,1,Authority is the power to make decisions or give orders.,approved
1,average,the usual amount or middle value,a heavy warning,a final road,1,An average is the usual amount or middle value.,approved
1,awareness,knowledge that something exists,a small debt,a quiet meal,1,Awareness is knowledge that something exists.,approved
1,barrier,something that blocks or stops movement,a good result,a happy habit,1,A barrier is something that blocks or stops movement.,approved
1,basis,the main reason or support,a late ticket,a cooking smell,1,A basis is the main reason or support for something.,approved
1,birth,the time when someone is born,a small office,a broken plan,1,Birth is the time when someone is born.,approved
1,bond,a close connection,a cold answer,a public bus,1,A bond is a close connection between people or things.,approved
1,boundary,a line that marks a limit,a safe idea,a quick meal,1,A boundary is a line that marks a limit.,approved
1,brief,a short report or instruction,a heavy plate,a noisy street,1,A brief is a short report or instruction.,approved
1,burden,a heavy responsibility or problem,a fresh drink,a final smile,1,A burden is a heavy responsibility or problem.,approved
1,candidate,a person considered for a job or position,a small danger,a clean song,1,A candidate is a person considered for a job or position.,approved
1,category,a group of similar things,a broken window,a late note,1,A category is a group of similar things.,approved
1,celebration,a happy event for something special,a quiet rule,a short delay,1,A celebration is a happy event for something special.,approved
1,channel,a way for information or water to pass,a cold meal,a private cost,1,A channel is a way for information or water to pass.,approved
1,citizen,a person who belongs to a country or city,a final page,a work tool,1,A citizen is a person who belongs to a country or city.,approved
1,collection,a group of things gathered together,a bad habit,a safe road,1,A collection is a group of things gathered together.,approved
1,comfort,a feeling of ease or relief,a small warning,a broken chair,1,Comfort is a feeling of ease or relief.,approved
1,command,an order,a happy mistake,a clean price,1,A command is an order.,approved
1,commitment,a promise or responsibility,a travel sound,a hot plate,1,A commitment is a promise or responsibility.,approved
1,competition,a contest or rivalry,a short answer,a private cup,1,Competition is a contest or rivalry.,approved
1,conclusion,the end or final idea,a clean shirt,a local office,1,A conclusion is the end or final idea.,approved
1,consideration,careful thought,a broken sound,a small bus,1,Consideration means careful thought.,approved
1,contribution,something given to help,a cold room,a late warning,1,A contribution is something given to help.,approved
1,convenience,ease or usefulness,a difficult rule,a public mistake,1,Convenience means ease or usefulness.,approved
1,cooperation,working together,a final cost,a noisy road,1,Cooperation means working together.,approved
1,core,the central or most important part,a safe ticket,a small smell,1,The core is the central or most important part.,approved
1,creation,something made or the act of making,a broken meeting,a quiet price,1,Creation is something made or the act of making.,approved
1,credit,praise or money available to borrow,a hot mistake,a travel table,1,Credit can mean praise or money available to borrow.,approved
1,crew,a group working together,a single chair,a cold message,1,A crew is a group of people working together.,approved
1,criticism,comments about problems or faults,a good habit,a final road,1,Criticism is comments about problems or faults.,approved
1,crowd,a large group of people,a clean rule,a short delay,1,A crowd is a large group of people.,approved
1,decade,ten years,a small task,a private office,1,A decade is ten years.,approved
1,decline,a decrease,a useful answer,a happy meal,1,A decline is a decrease.,approved
1,defense,protection against attack or harm,a broken page,a quiet song,1,Defense means protection against attack or harm.,approved
1,delight,great pleasure,a serious danger,a cold road,1,Delight means great pleasure.,approved
1,delivery,the act of bringing something,a small error,a safe habit,1,Delivery is the act of bringing something to someone.,approved
1,departure,the act of leaving,a clean window,a hot message,1,Departure is the act of leaving.,approved
1,depth,how deep something is,a travel warning,a public smile,1,Depth means how deep something is.,approved
1,description,words that say what something is like,a heavy bag,a local rule,1,A description says what something is like.,approved
1,determination,a strong decision to continue,a short sound,a private meal,1,Determination is a strong decision to continue trying.,approved
1,disappointment,a sad feeling when hopes are not met,a good result,a clean signal,1,Disappointment is sadness when hopes are not met.,approved
1,discipline,training or control,a broken habit,a fresh road,1,Discipline means training control or orderly behavior.,approved
1,discovery,the act of finding something new,a hot plate,a final rule,1,Discovery is the act of finding something new.,approved
1,dispute,a disagreement,a safe answer,a quiet cup,1,A dispute is a disagreement.,approved
1,distance,how far apart things are,a small payment,a clean shirt,1,Distance means how far apart things are.,approved
1,district,an area of a city or country,a broken song,a quick habit,1,A district is an area of a city or country.,approved
1,division,a part or the act of separating,a kind meal,a final smile,1,Division means a part or the act of separating.,approved
1,drama,a play or exciting situation,a work price,a cold rule,1,Drama means a play or an exciting situation.,approved
1,economy,the system of money and business,a short road,a private chair,1,An economy is the system of money trade and business.,approved
1,edition,a version of a book or publication,a noisy habit,a safe ticket,1,An edition is a version of a book or publication.,approved
1,efficiency,doing things without waste,a broken signal,a hot answer,1,Efficiency means doing things without wasting time or resources.,approved
1,election,a vote to choose someone,a clean desk,a small cost,1,An election is a vote to choose someone.,approved
1,encounter,a meeting or experience,a local price,a quiet rule,1,An encounter is a meeting or experience.,approved
1,engagement,involvement or a plan to marry,a bad road,a cold note,1,Engagement means involvement or a plan to marry.,approved
1,entrance,a place to enter,a final mistake,a safe drink,1,An entrance is a place where you enter.,approved
1,episode,one part of a story or event,a broken office,a heavy smell,1,An episode is one part of a story series or event.,approved
1,equality,fair treatment or the same rights,a short answer,a travel chair,1,Equality is the state of being equal.,approved
1,estimate,a rough guess,a public sound,a clean dish,1,An estimate is a rough guess based on information.,approved
1,evidence,information showing something is true,a happy habit,a late cup,1,Evidence is information showing something is true.,approved
1,exception,something not included in a rule,a usual result,a red table,1,An exception is something not included in a rule.,approved
1,existence,the state of being real or alive,a small delay,a private ticket,1,Existence is the state of being real or alive.,approved
1,expectation,a belief about what will happen,a broken room,a clean sound,1,An expectation is a belief about what will happen.,approved
1,exploration,the act of looking for or learning about something,a final payment,a quiet mistake,1,Exploration is the act of looking for or learning about something.,approved
1,exposure,the state of being shown or not protected,a happy meal,a small office,1,Exposure is the state of being shown or not protected.,approved
1,extent,the amount or degree of something,a travel bowl,a safe sound,1,Extent means the amount or degree of something.,approved
1,facility,a place or equipment for a purpose,a short habit,a broken answer,1,A facility is a place or equipment for a purpose.,approved
1,faith,strong belief or trust,a cold price,a final road,1,Faith means strong belief or trust.,approved
1,fault,a mistake or responsibility for a problem,a clean note,a public smile,1,A fault is a mistake or responsibility for a problem.,approved
1,foundation,the base or support for something,a small ticket,a hot warning,1,A foundation is the base or support for something.,approved
1,freedom,the state of being free,a broken cup,a local rule,1,Freedom is the state of being free.,approved
1,friendship,a relationship between friends,a late cost,a safe door,1,Friendship is a relationship between friends.,approved
1,function,the purpose or job of something,a quiet mistake,a travel road,1,A function is the purpose or job of something.,approved
1,gap,a space or difference between things,a hot answer,a clean bus,1,A gap is a space or difference between things.,approved
1,gathering,a meeting of people,a final price,a small smell,1,A gathering is a meeting of people.,approved
1,gesture,a movement that shows meaning or feeling,a broken chair,a public road,1,A gesture is a movement that shows meaning or feeling.,approved
1,guidance,help or advice,a cold meal,a short debt,1,Guidance means help or advice.,approved
1,highlight,the most important or interesting part,a safe mistake,a quiet cup,1,A highlight is the most important or interesting part.,approved
1,honor,respect or an award,a dirty road,a small habit,1,Honor means respect or an award.,approved
1,identity,who someone is,a final signal,a hot table,1,Identity means who someone is.,approved
1,illustration,a picture or example,a private cost,a broken plan,1,An illustration is a picture or example.,approved
1,imagination,the ability to think of new ideas,a clean rule,a short ticket,1,Imagination is the ability to think of new ideas.,approved
1,impression,an idea or feeling about something,a local meal,a heavy answer,1,An impression is an idea or feeling about something.,approved
1,indication,a sign that shows something,a broken office,a safe price,1,An indication is a sign that shows something.,approved
1,insight,a deep understanding,a small chair,a cold message,1,Insight is a deep understanding of something.,approved
1,instance,an example or case,a public smell,a final road,1,An instance is an example or case.,approved
1,intention,a plan or purpose,a broken bus,a clean answer,1,An intention is a plan or purpose.,approved
1,interaction,communication or action between people or things,a hot rule,a small ticket,1,Interaction is communication or action between people or things.,approved
1,investigation,a careful search for facts,a quiet meal,a red chair,1,An investigation is a careful search for facts.,approved
1,invitation,a request to come or join,a broken habit,a final price,1,An invitation is a request to come or join.,approved
1,isolation,the state of being alone or separate,a public sound,a clean story,1,Isolation is the state of being alone or separate.,approved
1,judgment,an opinion or decision,a safe table,a short smell,1,Judgment is an opinion or decision.,approved
1,legacy,something left from the past,a noisy payment,a small road,1,A legacy is something left from the past.,approved
1,liberty,freedom,a cold mistake,a travel cup,1,Liberty means freedom.,approved
1,limitation,a restriction or boundary,a clean meal,a happy rule,1,A limitation is a limit or restriction.,approved
1,majority,more than half,a final mistake,a private song,1,A majority is more than half of a group.,approved
1,measure,an action taken or a way to find size,a hot answer,a broken road,1,A measure is an action taken or a way to find size or amount.,approved
